"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"tiistai 22.3.2022 21:00";"1,53";"Ei kulutustietoja tällä ajanjaksolla.";"1,30"
"tiistai 22.3.2022 22:00";"1,37";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"tiistai 22.3.2022 23:00";"1,29";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"keskiviikko 23.3.2022 00:00";"1,64";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"keskiviikko 23.3.2022 01:00";"1,18";"Ei kulutustietoja tällä ajanjaksolla.";"-1,10"
"keskiviikko 23.3.2022 02:00";"1,29";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"keskiviikko 23.3.2022 03:00";"2,38";"Ei kulutustietoja tällä ajanjaksolla.";"-1,00"
"keskiviikko 23.3.2022 04:00";"2,99";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"keskiviikko 23.3.2022 05:00";"1,18";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"keskiviikko 23.3.2022 06:00";"3,36";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"keskiviikko 23.3.2022 07:00";"3,02";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"keskiviikko 23.3.2022 08:00";"2,12";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"keskiviikko 23.3.2022 09:00";"1,31";"Ei kulutustietoja tällä ajanjaksolla.";"2,40"
"keskiviikko 23.3.2022 10:00";"1,24";"Ei kulutustietoja tällä ajanjaksolla.";"3,80"
"keskiviikko 23.3.2022 11:00";"0,91";"Ei kulutustietoja tällä ajanjaksolla.";"4,80"
"keskiviikko 23.3.2022 12:00";"0,60";"Ei kulutustietoja tällä ajanjaksolla.";"5,50"
"keskiviikko 23.3.2022 13:00";"1,06";"Ei kulutustietoja tällä ajanjaksolla.";"6,10"
"keskiviikko 23.3.2022 14:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"6,70"
"keskiviikko 23.3.2022 15:00";"0,90";"Ei kulutustietoja tällä ajanjaksolla.";"7,10"
"keskiviikko 23.3.2022 16:00";"0,74";"Ei kulutustietoja tällä ajanjaksolla.";"9,60"
"keskiviikko 23.3.2022 17:00";"0,55";"Ei kulutustietoja tällä ajanjaksolla.";"6,90"
"keskiviikko 23.3.2022 18:00";"1,10";"Ei kulutustietoja tällä ajanjaksolla.";"4,10"
"keskiviikko 23.3.2022 19:00";"2,37";"Ei kulutustietoja tällä ajanjaksolla.";"2,20"
"keskiviikko 23.3.2022 20:00";"1,61";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"keskiviikko 23.3.2022 21:00";"0,84";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"keskiviikko 23.3.2022 22:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"keskiviikko 23.3.2022 23:00";"1,25";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"torstai 24.3.2022 00:00";"2,37";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"torstai 24.3.2022 01:00";"2,79";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"torstai 24.3.2022 02:00";"1,76";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"torstai 24.3.2022 03:00";"2,86";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"torstai 24.3.2022 04:00";"2,34";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"torstai 24.3.2022 05:00";"1,16";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"torstai 24.3.2022 06:00";"3,73";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"torstai 24.3.2022 07:00";"2,59";"Ei kulutustietoja tällä ajanjaksolla.";"0,90"
"torstai 24.3.2022 08:00";"1,97";"Ei kulutustietoja tällä ajanjaksolla.";"2,20"
"torstai 24.3.2022 09:00";"1,00";"Ei kulutustietoja tällä ajanjaksolla.";"4,30"
"torstai 24.3.2022 10:00";"1,24";"Ei kulutustietoja tällä ajanjaksolla.";"5,80"
"torstai 24.3.2022 11:00";"1,18";"Ei kulutustietoja tällä ajanjaksolla.";"7,70"
"torstai 24.3.2022 12:00";"0,63";"Ei kulutustietoja tällä ajanjaksolla.";"9,50"
"torstai 24.3.2022 13:00";"0,48";"Ei kulutustietoja tällä ajanjaksolla.";"10,40"
"torstai 24.3.2022 14:00";"0,64";"Ei kulutustietoja tällä ajanjaksolla.";"10,80"
"torstai 24.3.2022 15:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"10,70"
"torstai 24.3.2022 16:00";"0,70";"Ei kulutustietoja tällä ajanjaksolla.";"11,30"
"torstai 24.3.2022 17:00";"0,79";"Ei kulutustietoja tällä ajanjaksolla.";"8,40"
"torstai 24.3.2022 18:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"6,70"
"torstai 24.3.2022 19:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"5,40"
"torstai 24.3.2022 20:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"5,10"
"torstai 24.3.2022 21:00";"0,74";"Ei kulutustietoja tällä ajanjaksolla.";"4,80"
"torstai 24.3.2022 22:00";"0,83";"Ei kulutustietoja tällä ajanjaksolla.";"4,60"
"torstai 24.3.2022 23:00";"0,94";"Ei kulutustietoja tällä ajanjaksolla.";"4,20"
"perjantai 25.3.2022 00:00";"0,97";"Ei kulutustietoja tällä ajanjaksolla.";"4,00"
"perjantai 25.3.2022 01:00";"1,02";"Ei kulutustietoja tällä ajanjaksolla.";"3,80"
"perjantai 25.3.2022 02:00";"1,01";"Ei kulutustietoja tällä ajanjaksolla.";"3,50"
"perjantai 25.3.2022 03:00";"1,02";"Ei kulutustietoja tällä ajanjaksolla.";"3,10"
"perjantai 25.3.2022 04:00";"1,01";"Ei kulutustietoja tällä ajanjaksolla.";"3,00"
"perjantai 25.3.2022 05:00";"1,01";"Ei kulutustietoja tällä ajanjaksolla.";"2,80"
"perjantai 25.3.2022 06:00";"2,53";"Ei kulutustietoja tällä ajanjaksolla.";"3,40"
"perjantai 25.3.2022 07:00";"1,49";"Ei kulutustietoja tällä ajanjaksolla.";"3,90"
"perjantai 25.3.2022 08:00";"2,39";"Ei kulutustietoja tällä ajanjaksolla.";"4,60"
"perjantai 25.3.2022 09:00";"1,09";"Ei kulutustietoja tällä ajanjaksolla.";"5,20"
"perjantai 25.3.2022 10:00";"0,99";"Ei kulutustietoja tällä ajanjaksolla.";"5,80"
"perjantai 25.3.2022 11:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"6,00"
"perjantai 25.3.2022 12:00";"1,90";"Ei kulutustietoja tällä ajanjaksolla.";"6,90"
"perjantai 25.3.2022 13:00";"1,61";"Ei kulutustietoja tällä ajanjaksolla.";"8,40"
"perjantai 25.3.2022 14:00";"0,90";"Ei kulutustietoja tällä ajanjaksolla.";"9,10"
"perjantai 25.3.2022 15:00";"1,08";"Ei kulutustietoja tällä ajanjaksolla.";"9,60"
"perjantai 25.3.2022 16:00";"0,69";"Ei kulutustietoja tällä ajanjaksolla.";"11,30"
"perjantai 25.3.2022 17:00";"0,69";"Ei kulutustietoja tällä ajanjaksolla.";"9,70"
"perjantai 25.3.2022 18:00";"1,04";"Ei kulutustietoja tällä ajanjaksolla.";"7,00"
"perjantai 25.3.2022 19:00";"0,95";"Ei kulutustietoja tällä ajanjaksolla.";"6,80"
"perjantai 25.3.2022 20:00";"1,25";"Ei kulutustietoja tällä ajanjaksolla.";"6,10"
"perjantai 25.3.2022 21:00";"0,73";"Ei kulutustietoja tällä ajanjaksolla.";"6,20"
"perjantai 25.3.2022 22:00";"0,70";"Ei kulutustietoja tällä ajanjaksolla.";"5,60"
"perjantai 25.3.2022 23:00";"0,92";"Ei kulutustietoja tällä ajanjaksolla.";"4,80"
"lauantai 26.3.2022 00:00";"1,03";"Ei kulutustietoja tällä ajanjaksolla.";"4,40"
"lauantai 26.3.2022 01:00";"1,24";"Ei kulutustietoja tällä ajanjaksolla.";"3,80"
"lauantai 26.3.2022 02:00";"1,28";"Ei kulutustietoja tällä ajanjaksolla.";"3,90"
"lauantai 26.3.2022 03:00";"1,60";"Ei kulutustietoja tällä ajanjaksolla.";"3,50"
"lauantai 26.3.2022 04:00";"1,03";"Ei kulutustietoja tällä ajanjaksolla.";"3,20"
"lauantai 26.3.2022 05:00";"1,00";"Ei kulutustietoja tällä ajanjaksolla.";"3,00"
"lauantai 26.3.2022 06:00";"1,05";"Ei kulutustietoja tällä ajanjaksolla.";"3,40"
"lauantai 26.3.2022 07:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"3,10"
"lauantai 26.3.2022 08:00";"1,34";"Ei kulutustietoja tällä ajanjaksolla.";"3,30"
"lauantai 26.3.2022 09:00";"1,12";"Ei kulutustietoja tällä ajanjaksolla.";"4,00"
"lauantai 26.3.2022 10:00";"1,06";"Ei kulutustietoja tällä ajanjaksolla.";"3,80"
"lauantai 26.3.2022 11:00";"1,03";"Ei kulutustietoja tällä ajanjaksolla.";"3,00"
"lauantai 26.3.2022 12:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"2,40"
"lauantai 26.3.2022 13:00";"1,02";"Ei kulutustietoja tällä ajanjaksolla.";"2,20"
"lauantai 26.3.2022 14:00";"1,06";"Ei kulutustietoja tällä ajanjaksolla.";"2,10"
"lauantai 26.3.2022 15:00";"1,05";"Ei kulutustietoja tällä ajanjaksolla.";"2,20"
"lauantai 26.3.2022 16:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"lauantai 26.3.2022 17:00";"1,40";"Ei kulutustietoja tällä ajanjaksolla.";"0,90"
"lauantai 26.3.2022 18:00";"3,06";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"lauantai 26.3.2022 19:00";"4,73";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"lauantai 26.3.2022 20:00";"2,11";"Ei kulutustietoja tällä ajanjaksolla.";"-1,10"
"lauantai 26.3.2022 21:00";"1,48";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"lauantai 26.3.2022 22:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"-1,60"
"lauantai 26.3.2022 23:00";"1,74";"Ei kulutustietoja tällä ajanjaksolla.";"-1,60"
"sunnuntai 27.3.2022 00:00";"1,17";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"sunnuntai 27.3.2022 01:00";"1,20";"Ei kulutustietoja tällä ajanjaksolla.";"-2,40"
"sunnuntai 27.3.2022 02:00";"1,26";"Ei kulutustietoja tällä ajanjaksolla.";"-2,60"
"sunnuntai 27.3.2022 04:00";"3,77";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"sunnuntai 27.3.2022 05:00";"1,21";"Ei kulutustietoja tällä ajanjaksolla.";"-3,00"
"sunnuntai 27.3.2022 06:00";"1,65";"Ei kulutustietoja tällä ajanjaksolla.";"-3,20"
"sunnuntai 27.3.2022 07:00";"3,65";"Ei kulutustietoja tällä ajanjaksolla.";"-3,10"
"sunnuntai 27.3.2022 08:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"-2,70"
"sunnuntai 27.3.2022 09:00";"4,51";"Ei kulutustietoja tällä ajanjaksolla.";"-1,90"
"sunnuntai 27.3.2022 10:00";"2,57";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"sunnuntai 27.3.2022 11:00";"1,27";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"sunnuntai 27.3.2022 12:00";"1,79";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"sunnuntai 27.3.2022 13:00";"1,41";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"sunnuntai 27.3.2022 14:00";"1,10";"Ei kulutustietoja tällä ajanjaksolla.";"2,10"
"sunnuntai 27.3.2022 15:00";"1,91";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"sunnuntai 27.3.2022 16:00";"2,79";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"sunnuntai 27.3.2022 17:00";"5,11";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"sunnuntai 27.3.2022 18:00";"6,86";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"sunnuntai 27.3.2022 19:00";"4,40";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"sunnuntai 27.3.2022 20:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"sunnuntai 27.3.2022 21:00";"1,64";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"sunnuntai 27.3.2022 22:00";"1,37";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"sunnuntai 27.3.2022 23:00";"0,81";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"maanantai 28.3.2022 00:00";"1,02";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"maanantai 28.3.2022 01:00";"1,67";"Ei kulutustietoja tällä ajanjaksolla.";"1,10"
"maanantai 28.3.2022 02:00";"1,73";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"maanantai 28.3.2022 03:00";"1,12";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"maanantai 28.3.2022 04:00";"1,07";"Ei kulutustietoja tällä ajanjaksolla.";"3,00"
"maanantai 28.3.2022 05:00";"1,09";"Ei kulutustietoja tällä ajanjaksolla.";"4,30"
"maanantai 28.3.2022 06:00";"1,16";"Ei kulutustietoja tällä ajanjaksolla.";"4,70"
"maanantai 28.3.2022 07:00";"1,57";"Ei kulutustietoja tällä ajanjaksolla.";"4,10"
"maanantai 28.3.2022 08:00";"0,94";"Ei kulutustietoja tällä ajanjaksolla.";"4,20"
"maanantai 28.3.2022 09:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"4,30"
"maanantai 28.3.2022 10:00";"2,23";"Ei kulutustietoja tällä ajanjaksolla.";"4,50"
"maanantai 28.3.2022 11:00";"0,70";"Ei kulutustietoja tällä ajanjaksolla.";"5,40"
"maanantai 28.3.2022 12:00";"0,58";"Ei kulutustietoja tällä ajanjaksolla.";"6,10"
"maanantai 28.3.2022 13:00";"1,66";"Ei kulutustietoja tällä ajanjaksolla.";"6,40"
"maanantai 28.3.2022 14:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"5,90"
"maanantai 28.3.2022 15:00";"1,20";"Ei kulutustietoja tällä ajanjaksolla.";"6,10"
"maanantai 28.3.2022 16:00";"0,89";"Ei kulutustietoja tällä ajanjaksolla.";"6,40"
"maanantai 28.3.2022 17:00";"0,72";"Ei kulutustietoja tällä ajanjaksolla.";"6,10"
"maanantai 28.3.2022 18:00";"0,91";"Ei kulutustietoja tällä ajanjaksolla.";"4,20"
"maanantai 28.3.2022 19:00";"2,00";"Ei kulutustietoja tällä ajanjaksolla.";"2,70"
"maanantai 28.3.2022 20:00";"2,44";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"maanantai 28.3.2022 21:00";"1,87";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"maanantai 28.3.2022 22:00";"1,39";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"maanantai 28.3.2022 23:00";"1,33";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"tiistai 29.3.2022 00:00";"1,22";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"tiistai 29.3.2022 01:00";"1,61";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"tiistai 29.3.2022 02:00";"1,18";"Ei kulutustietoja tällä ajanjaksolla.";"-1,60"
"tiistai 29.3.2022 03:00";"1,24";"Ei kulutustietoja tällä ajanjaksolla.";"-2,00"
"tiistai 29.3.2022 04:00";"1,26";"Ei kulutustietoja tällä ajanjaksolla.";"-2,30"
"tiistai 29.3.2022 05:00";"4,01";"Ei kulutustietoja tällä ajanjaksolla.";"-2,70"
"tiistai 29.3.2022 06:00";"1,78";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"tiistai 29.3.2022 07:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"tiistai 29.3.2022 08:00";"5,29";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"tiistai 29.3.2022 09:00";"2,19";"Ei kulutustietoja tällä ajanjaksolla.";"-2,70"
"tiistai 29.3.2022 10:00";"1,75";"Ei kulutustietoja tällä ajanjaksolla.";"-2,40"
"tiistai 29.3.2022 11:00";"1,11";"Ei kulutustietoja tällä ajanjaksolla.";"-2,20"
"tiistai 29.3.2022 12:00";"1,37";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"tiistai 29.3.2022 13:00";"3,79";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"tiistai 29.3.2022 14:00";"1,77";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"tiistai 29.3.2022 15:00";"1,60";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"tiistai 29.3.2022 16:00";"2,70";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"tiistai 29.3.2022 17:00";"2,58";"Ei kulutustietoja tällä ajanjaksolla.";"6,00"
"tiistai 29.3.2022 18:00";"1,79";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"tiistai 29.3.2022 19:00";"3,73";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
"tiistai 29.3.2022 20:00";"2,39";"Ei kulutustietoja tällä ajanjaksolla.";"-1,60"
"tiistai 29.3.2022 21:00";"1,62";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"tiistai 29.3.2022 22:00";"1,94";"Ei kulutustietoja tällä ajanjaksolla.";"-3,50"
"tiistai 29.3.2022 23:00";"1,23";"Ei kulutustietoja tällä ajanjaksolla.";"-4,50"
"keskiviikko 30.3.2022 00:00";"3,55";"Ei kulutustietoja tällä ajanjaksolla.";"-5,00"
"keskiviikko 30.3.2022 01:00";"3,85";"Ei kulutustietoja tällä ajanjaksolla.";"-5,10"
"keskiviikko 30.3.2022 02:00";"2,03";"Ei kulutustietoja tällä ajanjaksolla.";"-5,30"
"keskiviikko 30.3.2022 03:00";"2,71";"Ei kulutustietoja tällä ajanjaksolla.";"-5,70"
"keskiviikko 30.3.2022 04:00";"3,74";"Ei kulutustietoja tällä ajanjaksolla.";"-4,60"
"keskiviikko 30.3.2022 05:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"-5,40"
"keskiviikko 30.3.2022 06:00";"3,59";"Ei kulutustietoja tällä ajanjaksolla.";"-5,80"
"keskiviikko 30.3.2022 07:00";"4,01";"Ei kulutustietoja tällä ajanjaksolla.";"-6,00"
"keskiviikko 30.3.2022 08:00";"3,36";"Ei kulutustietoja tällä ajanjaksolla.";"-3,90"
"keskiviikko 30.3.2022 09:00";"2,34";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"keskiviikko 30.3.2022 10:00";"2,07";"Ei kulutustietoja tällä ajanjaksolla.";"-1,10"
"keskiviikko 30.3.2022 11:00";"1,16";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"keskiviikko 30.3.2022 12:00";"0,90";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"keskiviikko 30.3.2022 13:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"keskiviikko 30.3.2022 14:00";"1,31";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"keskiviikko 30.3.2022 15:00";"1,41";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"keskiviikko 30.3.2022 16:00";"3,19";"Ei kulutustietoja tällä ajanjaksolla.";"1,10"
"keskiviikko 30.3.2022 17:00";"1,50";"Ei kulutustietoja tällä ajanjaksolla.";"2,60"
"keskiviikko 30.3.2022 18:00";"1,35";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"keskiviikko 30.3.2022 19:00";"2,96";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"keskiviikko 30.3.2022 20:00";"1,50";"Ei kulutustietoja tällä ajanjaksolla.";"-2,00"
"keskiviikko 30.3.2022 21:00";"1,49";"Ei kulutustietoja tällä ajanjaksolla.";"-3,60"
"keskiviikko 30.3.2022 22:00";"1,48";"Ei kulutustietoja tällä ajanjaksolla.";"-4,40"
"keskiviikko 30.3.2022 23:00";"1,77";"Ei kulutustietoja tällä ajanjaksolla.";"-5,10"
"torstai 31.3.2022 00:00";"1,24";"Ei kulutustietoja tällä ajanjaksolla.";"-5,70"
"torstai 31.3.2022 01:00";"2,91";"Ei kulutustietoja tällä ajanjaksolla.";"-6,20"
"torstai 31.3.2022 02:00";"3,37";"Ei kulutustietoja tällä ajanjaksolla.";"-6,30"
"torstai 31.3.2022 03:00";"1,46";"Ei kulutustietoja tällä ajanjaksolla.";"-6,90"
"torstai 31.3.2022 04:00";"3,90";"Ei kulutustietoja tällä ajanjaksolla.";"-7,50"
"torstai 31.3.2022 05:00";"2,99";"Ei kulutustietoja tällä ajanjaksolla.";"-7,30"
"torstai 31.3.2022 06:00";"2,96";"Ei kulutustietoja tällä ajanjaksolla.";"-7,70"
"torstai 31.3.2022 07:00";"3,07";"Ei kulutustietoja tällä ajanjaksolla.";"-7,90"
"torstai 31.3.2022 08:00";"5,41";"Ei kulutustietoja tällä ajanjaksolla.";"-6,20"
"torstai 31.3.2022 09:00";"2,32";"Ei kulutustietoja tällä ajanjaksolla.";"-4,00"
"torstai 31.3.2022 10:00";"1,24";"Ei kulutustietoja tällä ajanjaksolla.";"-2,20"
"torstai 31.3.2022 11:00";"1,52";"Ei kulutustietoja tällä ajanjaksolla.";"-1,00"
"torstai 31.3.2022 12:00";"0,85";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"torstai 31.3.2022 13:00";"0,95";"Ei kulutustietoja tällä ajanjaksolla.";"1,20"
"torstai 31.3.2022 14:00";"1,09";"Ei kulutustietoja tällä ajanjaksolla.";"1,30"
"torstai 31.3.2022 15:00";"2,04";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"torstai 31.3.2022 16:00";"1,31";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"torstai 31.3.2022 17:00";"1,82";"Ei kulutustietoja tällä ajanjaksolla.";"9,20"
"torstai 31.3.2022 18:00";"1,35";"Ei kulutustietoja tällä ajanjaksolla.";"4,80"
"torstai 31.3.2022 19:00";"1,02";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"torstai 31.3.2022 20:00";"2,68";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"torstai 31.3.2022 21:00";"1,40";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"torstai 31.3.2022 22:00";"1,34";"Ei kulutustietoja tällä ajanjaksolla.";"-3,10"
"torstai 31.3.2022 23:00";"1,73";"Ei kulutustietoja tällä ajanjaksolla.";"-4,00"
