"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"lauantai 18.6.2022 07:00";"0,16";"0,00";"16,20"
"lauantai 18.6.2022 08:00";"0,22";"0,00";"16,20"
"lauantai 18.6.2022 09:00";"0,57";"0,00";"16,00"
"lauantai 18.6.2022 10:00";"0,04";"0,00";"15,60"
"lauantai 18.6.2022 11:00";"0,01";"0,00";"15,50"
"lauantai 18.6.2022 12:00";"0,01";"0,00";"15,20"
"lauantai 18.6.2022 13:00";"0,00";"0,16";"15,50"
"lauantai 18.6.2022 14:00";"0,00";"0,10";"15,50"
"lauantai 18.6.2022 15:00";"0,00";"0,38";"16,80"
"lauantai 18.6.2022 16:00";"0,00";"0,06";"18,10"
"lauantai 18.6.2022 17:00";"0,00";"0,09";"18,00"
"lauantai 18.6.2022 18:00";"0,13";"0,00";"17,00"
"lauantai 18.6.2022 19:00";"0,51";"0,00";"16,50"
"lauantai 18.6.2022 20:00";"0,40";"0,00";"16,30"
"lauantai 18.6.2022 21:00";"0,20";"0,00";"16,30"
"lauantai 18.6.2022 22:00";"0,29";"0,00";"15,60"
"lauantai 18.6.2022 23:00";"0,24";"0,00";"14,60"
"sunnuntai 19.6.2022 00:00";"0,22";"0,00";"14,70"
"sunnuntai 19.6.2022 01:00";"0,22";"0,00";"14,70"
"sunnuntai 19.6.2022 02:00";"0,22";"0,00";"14,20"
"sunnuntai 19.6.2022 03:00";"0,21";"0,00";"13,50"
"sunnuntai 19.6.2022 04:00";"0,21";"0,00";"13,10"
"sunnuntai 19.6.2022 05:00";"0,12";"0,00";"12,40"
"sunnuntai 19.6.2022 06:00";"0,40";"0,00";"12,50"
"sunnuntai 19.6.2022 07:00";"0,00";"0,35";"13,00"
"sunnuntai 19.6.2022 08:00";"0,00";"0,76";"13,40"
"sunnuntai 19.6.2022 09:00";"0,00";"1,43";"14,30"
"sunnuntai 19.6.2022 10:00";"0,00";"1,80";"15,20"
"sunnuntai 19.6.2022 11:00";"0,00";"0,53";"15,60"
"sunnuntai 19.6.2022 12:00";"0,00";"2,08";"16,30"
"sunnuntai 19.6.2022 13:00";"0,00";"1,99";"16,90"
"sunnuntai 19.6.2022 14:00";"0,00";"2,77";"17,40"
"sunnuntai 19.6.2022 15:00";"0,00";"2,40";"18,30"
"sunnuntai 19.6.2022 16:00";"0,00";"0,89";"20,90"
"sunnuntai 19.6.2022 17:00";"3,40";"0,00";"19,50"
"sunnuntai 19.6.2022 18:00";"3,47";"0,00";"17,10"
"sunnuntai 19.6.2022 19:00";"2,75";"0,00";"16,70"
"sunnuntai 19.6.2022 20:00";"0,84";"0,00";"17,00"
"sunnuntai 19.6.2022 21:00";"0,51";"0,00";"16,20"
"sunnuntai 19.6.2022 22:00";"0,55";"0,00";"15,10"
"sunnuntai 19.6.2022 23:00";"0,32";"0,00";"14,40"
"maanantai 20.6.2022 00:00";"0,21";"0,00";"14,10"
"maanantai 20.6.2022 01:00";"0,22";"0,00";"14,00"
"maanantai 20.6.2022 02:00";"0,23";"0,00";"13,30"
"maanantai 20.6.2022 03:00";"0,22";"0,00";"13,10"
"maanantai 20.6.2022 04:00";"0,22";"0,00";"13,00"
"maanantai 20.6.2022 05:00";"0,39";"0,00";"13,20"
"maanantai 20.6.2022 06:00";"0,20";"0,00";"13,00"
"maanantai 20.6.2022 07:00";"0,00";"0,21";"13,40"
"maanantai 20.6.2022 08:00";"0,00";"0,35";"13,80"
"maanantai 20.6.2022 09:00";"0,00";"0,80";"15,00"
"maanantai 20.6.2022 10:00";"0,63";"0,00";"15,70"
"maanantai 20.6.2022 11:00";"0,34";"0,00";"15,80"
"maanantai 20.6.2022 12:00";"0,00";"0,40";"16,30"
"maanantai 20.6.2022 13:00";"0,00";"1,29";"17,40"
"maanantai 20.6.2022 14:00";"0,00";"0,51";"18,30"
"maanantai 20.6.2022 15:00";"0,00";"0,63";"18,90"
"maanantai 20.6.2022 16:00";"0,00";"0,73";"19,00"
"maanantai 20.6.2022 17:00";"0,00";"1,11";"28,20"
"maanantai 20.6.2022 18:00";"0,00";"0,57";"28,40"
"maanantai 20.6.2022 19:00";"0,36";"0,00";"30,60"
"maanantai 20.6.2022 20:00";"0,52";"0,00";"27,90"
"maanantai 20.6.2022 21:00";"0,42";"0,00";"19,30"
"maanantai 20.6.2022 22:00";"0,45";"0,00";"16,80"
"maanantai 20.6.2022 23:00";"0,24";"0,00";"15,30"
"tiistai 21.6.2022 00:00";"0,22";"0,00";"14,20"
"tiistai 21.6.2022 01:00";"0,21";"0,00";"13,50"
"tiistai 21.6.2022 02:00";"0,23";"0,00";"12,40"
"tiistai 21.6.2022 03:00";"0,21";"0,00";"12,00"
"tiistai 21.6.2022 04:00";"0,19";"0,00";"11,70"
"tiistai 21.6.2022 05:00";"0,10";"0,00";"11,90"
"tiistai 21.6.2022 06:00";"0,14";"0,00";"13,30"
"tiistai 21.6.2022 07:00";"0,00";"0,41";"14,70"
"tiistai 21.6.2022 08:00";"0,79";"0,00";"15,90"
"tiistai 21.6.2022 09:00";"0,00";"0,82";"17,20"
"tiistai 21.6.2022 10:00";"0,00";"1,80";"18,30"
"tiistai 21.6.2022 11:00";"0,00";"2,04";"19,70"
"tiistai 21.6.2022 12:00";"0,00";"0,75";"19,70"
"tiistai 21.6.2022 13:00";"0,00";"0,38";"20,80"
"tiistai 21.6.2022 14:00";"0,00";"0,70";"22,20"
"tiistai 21.6.2022 15:00";"0,00";"0,84";"22,40"
"tiistai 21.6.2022 16:00";"0,00";"0,68";"21,00"
"tiistai 21.6.2022 17:00";"0,00";"2,01";"23,30"
"tiistai 21.6.2022 18:00";"0,00";"0,76";"21,50"
"tiistai 21.6.2022 19:00";"0,19";"0,00";"31,00"
"tiistai 21.6.2022 20:00";"0,49";"0,00";"28,20"
"tiistai 21.6.2022 21:00";"0,41";"0,00";"20,20"
"tiistai 21.6.2022 22:00";"0,43";"0,00";"17,90"
"tiistai 21.6.2022 23:00";"0,40";"0,00";"15,90"
"keskiviikko 22.6.2022 00:00";"0,59";"0,00";"14,60"
"keskiviikko 22.6.2022 01:00";"0,25";"0,00";"13,40"
"keskiviikko 22.6.2022 02:00";"0,22";"0,00";"12,60"
"keskiviikko 22.6.2022 03:00";"0,20";"0,00";"12,30"
"keskiviikko 22.6.2022 04:00";"0,20";"0,00";"11,30"
"keskiviikko 22.6.2022 05:00";"0,10";"0,00";"11,60"
"keskiviikko 22.6.2022 06:00";"0,14";"0,00";"13,50"
"keskiviikko 22.6.2022 07:00";"0,28";"0,00";"14,60"
"keskiviikko 22.6.2022 08:00";"0,00";"0,47";"16,50"
"keskiviikko 22.6.2022 09:00";"0,00";"0,54";"18,20"
"keskiviikko 22.6.2022 10:00";"0,00";"0,65";"19,30"
"keskiviikko 22.6.2022 11:00";"0,00";"0,79";"19,90"
"keskiviikko 22.6.2022 12:00";"0,00";"1,36";"20,50"
"keskiviikko 22.6.2022 13:00";"0,00";"1,28";"21,20"
"keskiviikko 22.6.2022 14:00";"0,00";"0,65";"22,10"
"keskiviikko 22.6.2022 15:00";"0,00";"1,02";"21,20"
"keskiviikko 22.6.2022 16:00";"0,00";"0,78";"22,20"
"keskiviikko 22.6.2022 17:00";"0,00";"0,19";"21,80"
"keskiviikko 22.6.2022 18:00";"0,00";"0,12";"20,90"
"keskiviikko 22.6.2022 19:00";"0,27";"0,00";"19,30"
"keskiviikko 22.6.2022 20:00";"0,36";"0,00";"18,20"
"keskiviikko 22.6.2022 21:00";"0,89";"0,00";"17,80"
"keskiviikko 22.6.2022 22:00";"0,31";"0,00";"17,10"
"keskiviikko 22.6.2022 23:00";"0,24";"0,00";"16,10"
"torstai 23.6.2022 00:00";"0,23";"0,00";"14,90"
"torstai 23.6.2022 01:00";"0,23";"0,00";"14,30"
"torstai 23.6.2022 02:00";"0,22";"0,00";"15,00"
"torstai 23.6.2022 03:00";"0,21";"0,00";"15,10"
"torstai 23.6.2022 04:00";"0,20";"0,00";"15,10"
"torstai 23.6.2022 05:00";"0,04";"0,00";"15,60"
"torstai 23.6.2022 06:00";"0,27";"0,00";"15,80"
"torstai 23.6.2022 07:00";"0,00";"0,39";"16,20"
"torstai 23.6.2022 08:00";"0,00";"0,37";"17,30"
"torstai 23.6.2022 09:00";"0,00";"0,29";"18,50"
"torstai 23.6.2022 10:00";"0,00";"1,46";"19,30"
"torstai 23.6.2022 11:00";"0,00";"1,00";"20,00"
"torstai 23.6.2022 12:00";"0,00";"2,24";"20,70"
"torstai 23.6.2022 13:00";"0,00";"0,88";"21,20"
"torstai 23.6.2022 14:00";"0,00";"1,37";"22,00"
"torstai 23.6.2022 15:00";"0,00";"2,16";"23,20"
"torstai 23.6.2022 16:00";"0,00";"2,15";"26,00"
"torstai 23.6.2022 17:00";"0,00";"1,37";"31,60"
"torstai 23.6.2022 18:00";"0,00";"0,24";"31,60"
"torstai 23.6.2022 19:00";"0,12";"0,00";"30,10"
"torstai 23.6.2022 20:00";"0,84";"0,00";"26,80"
"torstai 23.6.2022 21:00";"0,75";"0,00";"20,00"
"torstai 23.6.2022 22:00";"0,40";"0,00";"18,70"
"torstai 23.6.2022 23:00";"0,26";"0,00";"18,10"
"perjantai 24.6.2022 00:00";"0,24";"0,00";"17,40"
"perjantai 24.6.2022 01:00";"0,35";"0,00";"16,50"
"perjantai 24.6.2022 02:00";"0,48";"0,00";"16,50"
"perjantai 24.6.2022 03:00";"0,20";"0,00";"16,70"
"perjantai 24.6.2022 04:00";"0,21";"0,00";"16,70"
"perjantai 24.6.2022 05:00";"0,12";"0,00";"16,70"
"perjantai 24.6.2022 06:00";"0,00";"0,06";"17,00"
"perjantai 24.6.2022 07:00";"0,00";"0,50";"17,70"
"perjantai 24.6.2022 08:00";"0,00";"0,25";"18,30"
"perjantai 24.6.2022 09:00";"0,00";"1,24";"19,30"
"perjantai 24.6.2022 10:00";"0,00";"1,44";"20,50"
"perjantai 24.6.2022 11:00";"0,00";"2,00";"22,40"
"perjantai 24.6.2022 12:00";"0,00";"2,34";"22,90"
"perjantai 24.6.2022 13:00";"0,00";"1,83";"23,50"
"perjantai 24.6.2022 14:00";"0,00";"0,66";"24,30"
"perjantai 24.6.2022 15:00";"0,00";"2,18";"25,30"
"perjantai 24.6.2022 16:00";"0,00";"0,60";"28,40"
"perjantai 24.6.2022 17:00";"0,00";"0,89";"35,90"
"perjantai 24.6.2022 18:00";"0,00";"0,36";"37,70"
"perjantai 24.6.2022 19:00";"0,83";"0,00";"34,80"
"perjantai 24.6.2022 20:00";"0,83";"0,00";"31,00"
"perjantai 24.6.2022 21:00";"1,07";"0,00";"23,30"
"perjantai 24.6.2022 22:00";"0,38";"0,00";"21,00"
"perjantai 24.6.2022 23:00";"0,27";"0,00";"19,20"
"lauantai 25.6.2022 00:00";"0,22";"0,00";"18,10"
"lauantai 25.6.2022 01:00";"0,19";"0,00";"17,20"
"lauantai 25.6.2022 02:00";"0,20";"0,00";"16,50"
"lauantai 25.6.2022 03:00";"0,19";"0,00";"15,80"
"lauantai 25.6.2022 04:00";"0,53";"0,00";"15,40"
"lauantai 25.6.2022 05:00";"0,13";"0,00";"15,30"
"lauantai 25.6.2022 06:00";"0,08";"0,00";"16,60"
"lauantai 25.6.2022 07:00";"0,00";"0,43";"18,30"
"lauantai 25.6.2022 08:00";"0,00";"0,28";"19,80"
"lauantai 25.6.2022 09:00";"0,00";"1,31";"21,10"
"lauantai 25.6.2022 10:00";"0,00";"2,11";"22,40"
"lauantai 25.6.2022 11:00";"0,00";"2,35";"23,70"
"lauantai 25.6.2022 12:00";"0,00";"2,30";"24,90"
"lauantai 25.6.2022 13:00";"0,00";"2,41";"25,90"
"lauantai 25.6.2022 14:00";"0,00";"2,56";"26,90"
"lauantai 25.6.2022 15:00";"0,00";"2,19";"27,60"
"lauantai 25.6.2022 16:00";"0,00";"1,58";"31,10"
"lauantai 25.6.2022 17:00";"0,00";"1,44";"37,60"
"lauantai 25.6.2022 18:00";"0,00";"0,54";"39,60"
"lauantai 25.6.2022 19:00";"0,42";"0,00";"37,90"
"lauantai 25.6.2022 20:00";"0,71";"0,00";"34,30"
"lauantai 25.6.2022 21:00";"0,68";"0,00";"26,10"
"lauantai 25.6.2022 22:00";"0,31";"0,00";"23,60"
"lauantai 25.6.2022 23:00";"0,23";"0,00";"21,70"
"sunnuntai 26.6.2022 00:00";"0,25";"0,00";"20,40"
"sunnuntai 26.6.2022 01:00";"0,25";"0,00";"19,60"
"sunnuntai 26.6.2022 02:00";"0,21";"0,00";"18,80"
"sunnuntai 26.6.2022 03:00";"0,21";"0,00";"18,00"
"sunnuntai 26.6.2022 04:00";"0,19";"0,00";"17,50"
"sunnuntai 26.6.2022 05:00";"0,11";"0,00";"18,20"
"sunnuntai 26.6.2022 06:00";"0,06";"0,00";"19,10"
"sunnuntai 26.6.2022 07:00";"0,00";"0,46";"20,80"
"sunnuntai 26.6.2022 08:00";"0,00";"0,46";"22,50"
"sunnuntai 26.6.2022 09:00";"0,00";"0,93";"24,00"
"sunnuntai 26.6.2022 10:00";"0,00";"2,06";"25,10"
"sunnuntai 26.6.2022 11:00";"0,00";"2,36";"26,30"
"sunnuntai 26.6.2022 12:00";"0,00";"2,41";"27,70"
"sunnuntai 26.6.2022 13:00";"0,00";"1,04";"28,70"
"sunnuntai 26.6.2022 14:00";"0,00";"1,24";"29,50"
"sunnuntai 26.6.2022 15:00";"0,00";"1,61";"30,30"
"sunnuntai 26.6.2022 16:00";"0,00";"0,56";"33,40"
"sunnuntai 26.6.2022 17:00";"0,00";"0,58";"40,30"
"sunnuntai 26.6.2022 18:00";"0,55";"0,00";"41,40"
"sunnuntai 26.6.2022 19:00";"1,02";"0,00";"39,80"
"sunnuntai 26.6.2022 20:00";"0,93";"0,00";"36,00"
"sunnuntai 26.6.2022 21:00";"1,05";"0,00";"28,30"
"sunnuntai 26.6.2022 22:00";"0,58";"0,00";"25,90"
"sunnuntai 26.6.2022 23:00";"0,30";"0,00";"24,30"
"maanantai 27.6.2022 00:00";"0,25";"0,00";"22,80"
"maanantai 27.6.2022 01:00";"0,24";"0,00";"21,60"
"maanantai 27.6.2022 02:00";"0,25";"0,00";"20,50"
"maanantai 27.6.2022 03:00";"0,21";"0,00";"19,60"
"maanantai 27.6.2022 04:00";"0,19";"0,00";"19,10"
"maanantai 27.6.2022 05:00";"0,10";"0,00";"19,60"
"maanantai 27.6.2022 06:00";"0,12";"0,00";"21,20"
"maanantai 27.6.2022 07:00";"0,00";"0,00";"22,90"
"maanantai 27.6.2022 08:00";"0,00";"0,40";"24,40"
"maanantai 27.6.2022 09:00";"0,00";"0,56";"25,80"
"maanantai 27.6.2022 10:00";"0,00";"0,57";"27,00"
"maanantai 27.6.2022 11:00";"0,00";"1,89";"28,10"
"maanantai 27.6.2022 12:00";"0,00";"1,94";"29,60"
"maanantai 27.6.2022 13:00";"0,00";"1,81";"30,60"
"maanantai 27.6.2022 14:00";"0,00";"2,22";"31,20"
"maanantai 27.6.2022 15:00";"0,00";"2,03";"31,40"
"maanantai 27.6.2022 16:00";"0,00";"1,46";"33,30"
"maanantai 27.6.2022 17:00";"0,00";"0,82";"39,00"
"maanantai 27.6.2022 18:00";"0,00";"0,10";"42,00"
"maanantai 27.6.2022 19:00";"0,90";"0,00";"40,30"
"maanantai 27.6.2022 20:00";"0,63";"0,00";"36,70"
"maanantai 27.6.2022 21:00";"0,38";"0,00";"29,00"
"maanantai 27.6.2022 22:00";"0,27";"0,00";"26,80"
"maanantai 27.6.2022 23:00";"0,53";"0,00";"24,60"
"tiistai 28.6.2022 00:00";"1,48";"0,00";"23,40"
"tiistai 28.6.2022 01:00";"0,43";"0,00";"22,50"
"tiistai 28.6.2022 02:00";"0,25";"0,00";"21,40"
"tiistai 28.6.2022 03:00";"0,23";"0,00";"20,70"
"tiistai 28.6.2022 04:00";"0,24";"0,00";"20,80"
"tiistai 28.6.2022 05:00";"0,12";"0,00";"21,50"
"tiistai 28.6.2022 06:00";"0,11";"0,00";"22,50"
"tiistai 28.6.2022 07:00";"0,00";"0,21";"24,00"
"tiistai 28.6.2022 08:00";"0,00";"0,68";"25,20"
"tiistai 28.6.2022 09:00";"0,00";"1,40";"26,50"
"tiistai 28.6.2022 10:00";"0,00";"1,78";"27,90"
"tiistai 28.6.2022 11:00";"0,00";"1,50";"28,80"
"tiistai 28.6.2022 12:00";"0,00";"2,10";"30,00"
"tiistai 28.6.2022 13:00";"0,00";"2,16";"30,90"
"tiistai 28.6.2022 14:00";"0,00";"1,54";"32,00"
"tiistai 28.6.2022 15:00";"0,00";"0,04";"32,10"
"tiistai 28.6.2022 16:00";"0,00";"0,80";"33,00"
"tiistai 28.6.2022 17:00";"0,00";"1,26";"38,50"
"tiistai 28.6.2022 18:00";"0,00";"0,00";"39,70"
"tiistai 28.6.2022 19:00";"0,48";"0,00";"37,70"
"tiistai 28.6.2022 20:00";"0,90";"0,00";"34,80"
"tiistai 28.6.2022 21:00";"0,93";"0,00";"29,80"
"tiistai 28.6.2022 22:00";"0,41";"0,00";"27,90"
"tiistai 28.6.2022 23:00";"0,26";"0,00";"26,50"
"keskiviikko 29.6.2022 00:00";"0,25";"0,00";"25,10"
"keskiviikko 29.6.2022 01:00";"0,24";"0,00";"24,40"
"keskiviikko 29.6.2022 02:00";"0,25";"0,00";"23,50"
"keskiviikko 29.6.2022 03:00";"0,24";"0,00";"22,70"
"keskiviikko 29.6.2022 04:00";"0,24";"0,00";"22,30"
"keskiviikko 29.6.2022 05:00";"0,15";"0,00";"22,20"
"keskiviikko 29.6.2022 06:00";"0,03";"0,00";"22,50"
"keskiviikko 29.6.2022 07:00";"0,00";"0,19";"23,10"
"keskiviikko 29.6.2022 08:00";"0,95";"0,00";"24,10"
"keskiviikko 29.6.2022 09:00";"0,00";"1,05";"25,20"
"keskiviikko 29.6.2022 10:00";"0,00";"1,77";"26,60"
"keskiviikko 29.6.2022 11:00";"0,00";"1,47";"27,90"
"keskiviikko 29.6.2022 12:00";"0,00";"0,88";"29,20"
"keskiviikko 29.6.2022 13:00";"0,00";"1,36";"29,50"
"keskiviikko 29.6.2022 14:00";"0,00";"0,87";"30,20"
"keskiviikko 29.6.2022 15:00";"0,00";"1,68";"31,90"
"keskiviikko 29.6.2022 16:00";"0,00";"0,70";"32,90"
"keskiviikko 29.6.2022 17:00";"0,40";"0,00";"37,50"
"keskiviikko 29.6.2022 18:00";"0,90";"0,00";"33,60"
"keskiviikko 29.6.2022 19:00";"0,55";"0,00";"30,40"
"keskiviikko 29.6.2022 20:00";"0,61";"0,00";"28,10"
"keskiviikko 29.6.2022 21:00";"0,69";"0,00";"26,20"
"keskiviikko 29.6.2022 22:00";"0,60";"0,00";"25,10"
"keskiviikko 29.6.2022 23:00";"0,60";"0,00";"24,20"
"torstai 30.6.2022 00:00";"0,34";"0,00";"23,20"
"torstai 30.6.2022 01:00";"0,28";"0,00";"22,20"
"torstai 30.6.2022 02:00";"0,30";"0,00";"21,30"
"torstai 30.6.2022 03:00";"0,39";"0,00";"21,00"
"torstai 30.6.2022 04:00";"0,40";"0,00";"20,70"
"torstai 30.6.2022 05:00";"0,29";"0,00";"20,80"
"torstai 30.6.2022 06:00";"0,13";"0,00";"21,50"
"torstai 30.6.2022 07:00";"0,00";"0,13";"22,20"
"torstai 30.6.2022 08:00";"0,00";"0,36";"23,40"
"torstai 30.6.2022 09:00";"0,00";"1,50";"24,80"
"torstai 30.6.2022 10:00";"0,00";"1,86";"26,20"
"torstai 30.6.2022 11:00";"0,00";"1,98";"27,50"
"torstai 30.6.2022 12:00";"0,00";"2,01";"28,80"
"torstai 30.6.2022 13:00";"0,00";"1,72";"28,90"
"torstai 30.6.2022 14:00";"0,00";"1,80";"29,50"
"torstai 30.6.2022 15:00";"0,00";"2,16";"30,90"
"torstai 30.6.2022 16:00";"0,00";"1,31";"33,80"
"torstai 30.6.2022 17:00";"0,00";"1,27";"40,30"
"torstai 30.6.2022 18:00";"0,00";"0,21";"41,90"
"torstai 30.6.2022 19:00";"0,83";"0,00";"40,90"
"torstai 30.6.2022 20:00";"1,08";"0,00";"36,00"
"torstai 30.6.2022 21:00";"1,47";"0,00";"28,90"
"torstai 30.6.2022 22:00";"0,42";"0,00";"26,60"
"torstai 30.6.2022 23:00";"0,26";"0,00";"25,00"
