"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"torstai 18.8.2022 07:00";"0,70";"0,00";"19,00"
"torstai 18.8.2022 08:00";"0,00";"0,09";"20,00"
"torstai 18.8.2022 09:00";"0,00";"0,13";"21,20"
"torstai 18.8.2022 10:00";"0,00";"0,57";"22,80"
"torstai 18.8.2022 11:00";"0,00";"1,78";"24,00"
"torstai 18.8.2022 12:00";"0,00";"1,92";"24,80"
"torstai 18.8.2022 13:00";"0,00";"1,53";"26,00"
"torstai 18.8.2022 14:00";"0,00";"0,44";"26,60"
"torstai 18.8.2022 15:00";"0,00";"0,62";"27,60"
"torstai 18.8.2022 16:00";"0,00";"1,08";"27,90"
"torstai 18.8.2022 17:00";"0,00";"0,55";"34,80"
"torstai 18.8.2022 18:00";"0,50";"0,00";"35,10"
"torstai 18.8.2022 19:00";"1,58";"0,00";"28,70"
"torstai 18.8.2022 20:00";"0,38";"0,00";"24,80"
"torstai 18.8.2022 21:00";"0,37";"0,00";"23,10"
"torstai 18.8.2022 22:00";"0,26";"0,00";"22,50"
"torstai 18.8.2022 23:00";"0,25";"0,00";"22,10"
"perjantai 19.8.2022 00:00";"0,23";"0,00";"21,90"
"perjantai 19.8.2022 01:00";"0,22";"0,00";"21,70"
"perjantai 19.8.2022 02:00";"0,23";"0,00";"21,30"
"perjantai 19.8.2022 03:00";"0,22";"0,00";"21,20"
"perjantai 19.8.2022 04:00";"0,23";"0,00";"21,00"
"perjantai 19.8.2022 05:00";"0,23";"0,00";"21,00"
"perjantai 19.8.2022 06:00";"0,20";"0,00";"20,70"
"perjantai 19.8.2022 07:00";"0,76";"0,00";"21,60"
"perjantai 19.8.2022 08:00";"0,08";"0,00";"22,70"
"perjantai 19.8.2022 09:00";"0,00";"0,27";"23,00"
"perjantai 19.8.2022 10:00";"0,00";"0,83";"24,00"
"perjantai 19.8.2022 11:00";"0,00";"1,30";"25,60"
"perjantai 19.8.2022 12:00";"0,00";"1,65";"26,80"
"perjantai 19.8.2022 13:00";"0,00";"0,76";"27,80"
"perjantai 19.8.2022 14:00";"0,00";"1,30";"28,00"
"perjantai 19.8.2022 15:00";"0,00";"0,53";"27,50"
"perjantai 19.8.2022 16:00";"0,00";"0,53";"28,70"
"perjantai 19.8.2022 17:00";"0,00";"0,08";"30,10"
"perjantai 19.8.2022 18:00";"0,00";"0,05";"29,50"
"perjantai 19.8.2022 19:00";"1,02";"0,00";"28,10"
"perjantai 19.8.2022 20:00";"1,29";"0,00";"25,70"
"perjantai 19.8.2022 21:00";"0,43";"0,00";"24,30"
"perjantai 19.8.2022 22:00";"0,30";"0,00";"23,20"
"perjantai 19.8.2022 23:00";"0,25";"0,00";"23,00"
"lauantai 20.8.2022 00:00";"0,24";"0,00";"23,20"
"lauantai 20.8.2022 01:00";"0,23";"0,00";"22,70"
"lauantai 20.8.2022 02:00";"0,22";"0,00";"22,70"
"lauantai 20.8.2022 03:00";"0,25";"0,00";"22,00"
"lauantai 20.8.2022 04:00";"0,24";"0,00";"21,10"
"lauantai 20.8.2022 05:00";"0,22";"0,00";"20,40"
"lauantai 20.8.2022 06:00";"0,17";"0,00";"20,50"
"lauantai 20.8.2022 07:00";"0,34";"0,00";"21,20"
"lauantai 20.8.2022 08:00";"0,47";"0,00";"22,20"
"lauantai 20.8.2022 09:00";"0,00";"0,91";"23,30"
"lauantai 20.8.2022 10:00";"0,00";"1,31";"24,20"
"lauantai 20.8.2022 11:00";"0,00";"1,68";"25,80"
"lauantai 20.8.2022 12:00";"0,00";"1,50";"26,00"
"lauantai 20.8.2022 13:00";"0,00";"1,10";"26,40"
"lauantai 20.8.2022 14:00";"0,00";"1,57";"27,20"
"lauantai 20.8.2022 15:00";"0,00";"1,14";"27,30"
"lauantai 20.8.2022 16:00";"0,00";"0,63";"27,80"
"lauantai 20.8.2022 17:00";"0,00";"0,86";"30,10"
"lauantai 20.8.2022 18:00";"0,12";"0,00";"32,80"
"lauantai 20.8.2022 19:00";"0,47";"0,00";"26,10"
"lauantai 20.8.2022 20:00";"0,74";"0,00";"24,30"
"lauantai 20.8.2022 21:00";"0,44";"0,00";"23,40"
"lauantai 20.8.2022 22:00";"0,27";"0,00";"22,60"
"lauantai 20.8.2022 23:00";"0,24";"0,00";"22,30"
"sunnuntai 21.8.2022 00:00";"0,24";"0,00";"22,10"
"sunnuntai 21.8.2022 01:00";"0,23";"0,00";"21,70"
"sunnuntai 21.8.2022 02:00";"0,23";"0,00";"21,10"
"sunnuntai 21.8.2022 03:00";"0,24";"0,00";"20,90"
"sunnuntai 21.8.2022 04:00";"0,23";"0,00";"20,50"
"sunnuntai 21.8.2022 05:00";"0,22";"0,00";"20,40"
"sunnuntai 21.8.2022 06:00";"0,22";"0,00";"20,50"
"sunnuntai 21.8.2022 07:00";"0,70";"0,00";"20,90"
"sunnuntai 21.8.2022 08:00";"0,23";"0,00";"21,40"
"sunnuntai 21.8.2022 09:00";"1,14";"0,00";"21,80"
"sunnuntai 21.8.2022 10:00";"0,00";"0,28";"22,30"
"sunnuntai 21.8.2022 11:00";"0,00";"0,74";"23,50"
"sunnuntai 21.8.2022 12:00";"0,00";"0,46";"24,30"
"sunnuntai 21.8.2022 13:00";"0,00";"0,38";"24,60"
"sunnuntai 21.8.2022 14:00";"0,00";"0,06";"24,00"
"sunnuntai 21.8.2022 15:00";"0,00";"0,10";"23,30"
"sunnuntai 21.8.2022 16:00";"0,00";"0,03";"23,20"
"sunnuntai 21.8.2022 17:00";"0,18";"0,00";"22,80"
"sunnuntai 21.8.2022 18:00";"0,32";"0,00";"21,50"
"sunnuntai 21.8.2022 19:00";"0,35";"0,00";"20,50"
"sunnuntai 21.8.2022 20:00";"0,78";"0,00";"20,20"
"sunnuntai 21.8.2022 21:00";"0,36";"0,00";"19,50"
"sunnuntai 21.8.2022 22:00";"0,26";"0,00";"19,00"
"sunnuntai 21.8.2022 23:00";"0,24";"0,00";"18,70"
"maanantai 22.8.2022 00:00";"0,30";"0,00";"18,80"
"maanantai 22.8.2022 01:00";"0,26";"0,00";"17,50"
"maanantai 22.8.2022 02:00";"0,24";"0,00";"16,70"
"maanantai 22.8.2022 03:00";"0,20";"0,00";"16,50"
"maanantai 22.8.2022 04:00";"0,19";"0,00";"16,30"
"maanantai 22.8.2022 05:00";"0,19";"0,00";"16,20"
"maanantai 22.8.2022 06:00";"0,26";"0,00";"16,00"
"maanantai 22.8.2022 07:00";"0,89";"0,00";"16,40"
"maanantai 22.8.2022 08:00";"0,03";"0,00";"17,10"
"maanantai 22.8.2022 09:00";"0,00";"0,84";"18,00"
"maanantai 22.8.2022 10:00";"0,00";"1,28";"19,20"
"maanantai 22.8.2022 11:00";"0,00";"1,17";"19,90"
"maanantai 22.8.2022 12:00";"0,00";"1,84";"21,00"
"maanantai 22.8.2022 13:00";"0,00";"2,16";"22,00"
"maanantai 22.8.2022 14:00";"0,00";"1,60";"22,30"
"maanantai 22.8.2022 15:00";"0,00";"1,56";"22,60"
"maanantai 22.8.2022 16:00";"0,00";"1,32";"23,30"
"maanantai 22.8.2022 17:00";"0,00";"1,16";"33,10"
"maanantai 22.8.2022 18:00";"0,06";"0,00";"32,00"
"maanantai 22.8.2022 19:00";"0,61";"0,00";"23,00"
"maanantai 22.8.2022 20:00";"1,20";"0,00";"19,70"
"maanantai 22.8.2022 21:00";"0,82";"0,00";"17,50"
"maanantai 22.8.2022 22:00";"0,23";"0,00";"15,80"
"maanantai 22.8.2022 23:00";"0,20";"0,00";"15,00"
"tiistai 23.8.2022 00:00";"0,18";"0,00";"14,40"
"tiistai 23.8.2022 01:00";"0,20";"0,00";"14,20"
"tiistai 23.8.2022 02:00";"0,20";"0,00";"13,90"
"tiistai 23.8.2022 03:00";"0,20";"0,00";"13,40"
"tiistai 23.8.2022 04:00";"0,51";"0,00";"13,70"
"tiistai 23.8.2022 05:00";"0,20";"0,00";"14,00"
"tiistai 23.8.2022 06:00";"0,18";"0,00";"13,80"
"tiistai 23.8.2022 07:00";"0,67";"0,00";"14,60"
"tiistai 23.8.2022 08:00";"0,01";"0,00";"15,60"
"tiistai 23.8.2022 09:00";"0,00";"0,30";"17,00"
"tiistai 23.8.2022 10:00";"0,48";"0,00";"19,40"
"tiistai 23.8.2022 11:00";"0,00";"0,92";"20,30"
"tiistai 23.8.2022 12:00";"0,00";"0,29";"21,00"
"tiistai 23.8.2022 13:00";"0,00";"0,60";"21,80"
"tiistai 23.8.2022 14:00";"0,00";"0,48";"22,60"
"tiistai 23.8.2022 15:00";"0,00";"0,84";"22,30"
"tiistai 23.8.2022 16:00";"0,00";"0,21";"22,30"
"tiistai 23.8.2022 17:00";"0,53";"0,00";"20,70"
"tiistai 23.8.2022 18:00";"0,37";"0,00";"19,90"
"tiistai 23.8.2022 19:00";"0,62";"0,00";"19,50"
"tiistai 23.8.2022 20:00";"0,56";"0,00";"19,10"
"tiistai 23.8.2022 21:00";"0,42";"0,00";"18,20"
"tiistai 23.8.2022 22:00";"0,38";"0,00";"18,00"
"tiistai 23.8.2022 23:00";"0,24";"0,00";"17,40"
"keskiviikko 24.8.2022 00:00";"1,56";"0,00";"17,20"
"keskiviikko 24.8.2022 01:00";"0,46";"0,00";"17,20"
"keskiviikko 24.8.2022 02:00";"0,19";"0,00";"17,10"
"keskiviikko 24.8.2022 03:00";"0,22";"0,00";"16,90"
"keskiviikko 24.8.2022 04:00";"0,21";"0,00";"16,70"
"keskiviikko 24.8.2022 05:00";"0,21";"0,00";"16,70"
"keskiviikko 24.8.2022 06:00";"0,19";"0,00";"16,80"
"keskiviikko 24.8.2022 07:00";"0,38";"0,00";"17,10"
"keskiviikko 24.8.2022 08:00";"0,18";"0,00";"16,90"
"keskiviikko 24.8.2022 09:00";"0,02";"0,00";"16,90"
"keskiviikko 24.8.2022 10:00";"0,21";"0,00";"17,00"
"keskiviikko 24.8.2022 11:00";"0,27";"0,00";"17,00"
"keskiviikko 24.8.2022 12:00";"0,00";"0,17";"16,70"
"keskiviikko 24.8.2022 13:00";"0,00";"0,22";"16,70"
"keskiviikko 24.8.2022 14:00";"0,00";"0,49";"17,20"
"keskiviikko 24.8.2022 15:00";"0,00";"0,51";"18,20"
"keskiviikko 24.8.2022 16:00";"0,00";"0,28";"18,40"
"keskiviikko 24.8.2022 17:00";"0,00";"0,32";"17,80"
"keskiviikko 24.8.2022 18:00";"0,24";"0,00";"17,50"
"keskiviikko 24.8.2022 19:00";"0,81";"0,00";"17,20"
"keskiviikko 24.8.2022 20:00";"0,45";"0,00";"16,80"
"keskiviikko 24.8.2022 21:00";"0,36";"0,00";"16,40"
"keskiviikko 24.8.2022 22:00";"0,22";"0,00";"16,30"
"keskiviikko 24.8.2022 23:00";"0,21";"0,00";"16,20"
"torstai 25.8.2022 00:00";"0,21";"0,00";"16,00"
"torstai 25.8.2022 01:00";"0,20";"0,00";"15,80"
"torstai 25.8.2022 02:00";"0,23";"0,00";"15,60"
"torstai 25.8.2022 03:00";"0,51";"0,00";"15,50"
"torstai 25.8.2022 04:00";"0,19";"0,00";"15,20"
"torstai 25.8.2022 05:00";"0,20";"0,00";"15,00"
"torstai 25.8.2022 06:00";"0,19";"0,00";"14,70"
"torstai 25.8.2022 07:00";"0,58";"0,00";"14,40"
"torstai 25.8.2022 08:00";"0,00";"0,18";"14,50"
"torstai 25.8.2022 09:00";"0,00";"1,00";"15,40"
"torstai 25.8.2022 10:00";"0,00";"1,82";"16,40"
"torstai 25.8.2022 11:00";"0,00";"1,02";"16,60"
"torstai 25.8.2022 12:00";"0,00";"2,26";"17,00"
"torstai 25.8.2022 13:00";"0,00";"2,49";"18,20"
"torstai 25.8.2022 14:00";"0,00";"2,36";"19,70"
"torstai 25.8.2022 15:00";"0,00";"1,79";"21,00"
"torstai 25.8.2022 16:00";"0,00";"1,58";"22,30"
"torstai 25.8.2022 17:00";"0,00";"0,87";"32,10"
"torstai 25.8.2022 18:00";"0,00";"0,26";"28,50"
"torstai 25.8.2022 19:00";"0,74";"0,00";"22,70"
"torstai 25.8.2022 20:00";"0,98";"0,00";"19,50"
"torstai 25.8.2022 21:00";"0,90";"0,00";"17,20"
"torstai 25.8.2022 22:00";"0,23";"0,00";"15,80"
"torstai 25.8.2022 23:00";"0,22";"0,00";"15,00"
"perjantai 26.8.2022 00:00";"0,20";"0,00";"14,30"
"perjantai 26.8.2022 01:00";"0,21";"0,00";"13,70"
"perjantai 26.8.2022 02:00";"0,20";"0,00";"13,10"
"perjantai 26.8.2022 03:00";"0,20";"0,00";"12,90"
"perjantai 26.8.2022 04:00";"0,19";"0,00";"12,60"
"perjantai 26.8.2022 05:00";"0,54";"0,00";"13,70"
"perjantai 26.8.2022 06:00";"0,22";"0,00";"14,30"
"perjantai 26.8.2022 07:00";"0,73";"0,00";"14,70"
"perjantai 26.8.2022 08:00";"0,57";"0,00";"15,20"
"perjantai 26.8.2022 09:00";"0,59";"0,00";"16,20"
"perjantai 26.8.2022 10:00";"0,00";"0,20";"17,20"
"perjantai 26.8.2022 11:00";"0,00";"0,25";"17,80"
"perjantai 26.8.2022 12:00";"0,00";"0,25";"18,60"
"perjantai 26.8.2022 13:00";"0,00";"0,20";"18,70"
"perjantai 26.8.2022 14:00";"0,00";"0,04";"18,80"
"perjantai 26.8.2022 15:00";"0,00";"0,00";"18,80"
"perjantai 26.8.2022 16:00";"0,00";"0,12";"18,70"
"perjantai 26.8.2022 17:00";"0,05";"0,00";"18,30"
"perjantai 26.8.2022 18:00";"0,25";"0,00";"18,90"
"perjantai 26.8.2022 19:00";"0,31";"0,00";"18,50"
"perjantai 26.8.2022 20:00";"0,81";"0,00";"17,50"
"perjantai 26.8.2022 21:00";"0,51";"0,00";"16,00"
"perjantai 26.8.2022 22:00";"0,46";"0,00";"15,10"
"perjantai 26.8.2022 23:00";"0,38";"0,00";"15,30"
"lauantai 27.8.2022 00:00";"0,31";"0,00";"15,20"
"lauantai 27.8.2022 01:00";"0,21";"0,00";"15,40"
"lauantai 27.8.2022 02:00";"0,21";"0,00";"15,20"
"lauantai 27.8.2022 03:00";"0,20";"0,00";"14,70"
"lauantai 27.8.2022 04:00";"0,21";"0,00";"13,90"
"lauantai 27.8.2022 05:00";"0,21";"0,00";"14,50"
"lauantai 27.8.2022 06:00";"0,32";"0,00";"14,80"
"lauantai 27.8.2022 07:00";"0,56";"0,00";"15,30"
"lauantai 27.8.2022 08:00";"0,47";"0,00";"16,20"
"lauantai 27.8.2022 09:00";"0,32";"0,00";"17,30"
"lauantai 27.8.2022 10:00";"0,00";"0,75";"18,30"
"lauantai 27.8.2022 11:00";"0,00";"1,02";"19,40"
"lauantai 27.8.2022 12:00";"0,00";"1,53";"20,70"
"lauantai 27.8.2022 13:00";"0,00";"2,13";"22,10"
"lauantai 27.8.2022 14:00";"0,00";"1,82";"23,20"
"lauantai 27.8.2022 15:00";"0,00";"1,70";"24,60"
"lauantai 27.8.2022 16:00";"0,00";"1,34";"25,40"
"lauantai 27.8.2022 17:00";"0,00";"0,73";"31,40"
"lauantai 27.8.2022 18:00";"1,26";"0,00";"26,50"
"lauantai 27.8.2022 19:00";"0,47";"0,00";"23,60"
"lauantai 27.8.2022 20:00";"0,93";"0,00";"21,10"
"lauantai 27.8.2022 21:00";"0,41";"0,00";"19,70"
"lauantai 27.8.2022 22:00";"0,25";"0,00";"19,10"
"lauantai 27.8.2022 23:00";"0,23";"0,00";"18,40"
"sunnuntai 28.8.2022 00:00";"0,21";"0,00";"18,10"
"sunnuntai 28.8.2022 01:00";"0,22";"0,00";"17,80"
"sunnuntai 28.8.2022 02:00";"0,20";"0,00";"17,80"
"sunnuntai 28.8.2022 03:00";"0,21";"0,00";"17,30"
"sunnuntai 28.8.2022 04:00";"0,21";"0,00";"17,00"
"sunnuntai 28.8.2022 05:00";"0,55";"0,00";"16,60"
"sunnuntai 28.8.2022 06:00";"0,19";"0,00";"16,10"
"sunnuntai 28.8.2022 07:00";"0,12";"0,00";"17,20"
"sunnuntai 28.8.2022 08:00";"0,19";"0,00";"18,70"
"sunnuntai 28.8.2022 09:00";"0,00";"0,44";"19,70"
"sunnuntai 28.8.2022 10:00";"0,00";"0,94";"21,00"
"sunnuntai 28.8.2022 11:00";"0,00";"1,56";"22,00"
"sunnuntai 28.8.2022 12:00";"0,00";"1,78";"22,70"
"sunnuntai 28.8.2022 13:00";"0,00";"1,72";"23,20"
"sunnuntai 28.8.2022 14:00";"0,00";"1,71";"23,50"
"sunnuntai 28.8.2022 15:00";"0,00";"0,57";"23,30"
"sunnuntai 28.8.2022 16:00";"0,00";"0,00";"22,10"
"sunnuntai 28.8.2022 17:00";"0,21";"0,00";"21,80"
"sunnuntai 28.8.2022 18:00";"0,51";"0,00";"20,90"
"sunnuntai 28.8.2022 19:00";"0,47";"0,00";"18,40"
"sunnuntai 28.8.2022 20:00";"0,95";"0,00";"17,10"
"sunnuntai 28.8.2022 21:00";"0,33";"0,00";"16,50"
"sunnuntai 28.8.2022 22:00";"0,27";"0,00";"16,00"
"sunnuntai 28.8.2022 23:00";"0,22";"0,00";"16,20"
"maanantai 29.8.2022 00:00";"0,26";"0,00";"15,40"
"maanantai 29.8.2022 01:00";"0,49";"0,00";"14,70"
"maanantai 29.8.2022 02:00";"0,21";"0,00";"14,00"
"maanantai 29.8.2022 03:00";"0,22";"0,00";"14,00"
"maanantai 29.8.2022 04:00";"0,21";"0,00";"13,80"
"maanantai 29.8.2022 05:00";"0,21";"0,00";"13,20"
"maanantai 29.8.2022 06:00";"0,22";"0,00";"13,00"
"maanantai 29.8.2022 07:00";"0,64";"0,00";"12,80"
"maanantai 29.8.2022 08:00";"0,52";"0,00";"12,70"
"maanantai 29.8.2022 09:00";"0,03";"0,00";"12,70"
"maanantai 29.8.2022 10:00";"0,00";"0,01";"12,70"
"maanantai 29.8.2022 11:00";"0,00";"1,00";"13,40"
"maanantai 29.8.2022 12:00";"0,00";"1,21";"13,90"
"maanantai 29.8.2022 13:00";"0,00";"2,35";"15,00"
"maanantai 29.8.2022 14:00";"0,00";"2,08";"16,50"
"maanantai 29.8.2022 15:00";"0,00";"2,06";"17,70"
"maanantai 29.8.2022 16:00";"0,00";"1,28";"18,50"
"maanantai 29.8.2022 17:00";"0,00";"0,41";"26,70"
"maanantai 29.8.2022 18:00";"0,29";"0,00";"21,30"
"maanantai 29.8.2022 19:00";"0,27";"0,00";"17,80"
"maanantai 29.8.2022 20:00";"0,40";"0,00";"15,70"
"maanantai 29.8.2022 21:00";"0,35";"0,00";"14,10"
"maanantai 29.8.2022 22:00";"0,57";"0,00";"13,40"
"maanantai 29.8.2022 23:00";"0,23";"0,00";"13,40"
"tiistai 30.8.2022 00:00";"0,22";"0,00";"13,00"
"tiistai 30.8.2022 01:00";"0,21";"0,00";"12,60"
"tiistai 30.8.2022 02:00";"0,21";"0,00";"12,10"
"tiistai 30.8.2022 03:00";"0,20";"0,00";"11,60"
"tiistai 30.8.2022 04:00";"0,21";"0,00";"11,20"
"tiistai 30.8.2022 05:00";"0,20";"0,00";"10,90"
"tiistai 30.8.2022 06:00";"0,19";"0,00";"10,70"
"tiistai 30.8.2022 07:00";"0,76";"0,00";"10,80"
"tiistai 30.8.2022 08:00";"0,19";"0,00";"12,00"
"tiistai 30.8.2022 09:00";"0,00";"0,06";"13,00"
"tiistai 30.8.2022 10:00";"0,00";"1,53";"14,00"
"tiistai 30.8.2022 11:00";"0,00";"1,59";"15,30"
"tiistai 30.8.2022 12:00";"0,00";"2,10";"16,90"
"tiistai 30.8.2022 13:00";"0,00";"1,89";"18,40"
"tiistai 30.8.2022 14:00";"0,00";"0,41";"18,30"
"tiistai 30.8.2022 15:00";"0,00";"0,18";"18,40"
"tiistai 30.8.2022 16:00";"0,00";"0,07";"18,60"
"tiistai 30.8.2022 17:00";"0,03";"0,00";"16,90"
"tiistai 30.8.2022 18:00";"0,00";"0,12";"16,80"
"tiistai 30.8.2022 19:00";"0,12";"0,00";"16,30"
"tiistai 30.8.2022 20:00";"1,13";"0,00";"14,90"
"tiistai 30.8.2022 21:00";"0,54";"0,00";"13,60"
"tiistai 30.8.2022 22:00";"0,32";"0,00";"12,90"
"tiistai 30.8.2022 23:00";"0,23";"0,00";"12,40"
"keskiviikko 31.8.2022 00:00";"0,20";"0,00";"11,60"
"keskiviikko 31.8.2022 01:00";"0,21";"0,00";"11,10"
"keskiviikko 31.8.2022 02:00";"0,21";"0,00";"10,50"
"keskiviikko 31.8.2022 03:00";"0,20";"0,00";"9,80"
"keskiviikko 31.8.2022 04:00";"0,62";"0,00";"9,60"
"keskiviikko 31.8.2022 05:00";"0,72";"0,00";"8,90"
"keskiviikko 31.8.2022 06:00";"0,77";"0,00";"8,40"
"keskiviikko 31.8.2022 07:00";"0,93";"0,00";"8,30"
"keskiviikko 31.8.2022 08:00";"0,32";"0,00";"9,20"
"keskiviikko 31.8.2022 09:00";"0,00";"0,28";"10,20"
"keskiviikko 31.8.2022 10:00";"0,00";"0,88";"11,10"
"keskiviikko 31.8.2022 11:00";"0,00";"0,24";"12,00"
"keskiviikko 31.8.2022 12:00";"0,23";"0,00";"12,40"
"keskiviikko 31.8.2022 13:00";"0,56";"0,00";"13,00"
"keskiviikko 31.8.2022 14:00";"0,00";"0,23";"13,40"
"keskiviikko 31.8.2022 15:00";"0,00";"1,06";"14,30"
"keskiviikko 31.8.2022 16:00";"0,00";"0,79";"14,40"
"keskiviikko 31.8.2022 17:00";"0,03";"0,00";"14,50"
"keskiviikko 31.8.2022 18:00";"0,68";"0,00";"14,00"
"keskiviikko 31.8.2022 19:00";"0,56";"0,00";"11,80"
"keskiviikko 31.8.2022 20:00";"0,72";"0,00";"10,50"
"keskiviikko 31.8.2022 21:00";"0,34";"0,00";"9,30"
"keskiviikko 31.8.2022 22:00";"0,26";"0,00";"8,30"
"keskiviikko 31.8.2022 23:00";"0,84";"0,00";"7,60"
