"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"tiistai 22.2.2022 20:00";"1,71";"Ei kulutustietoja tällä ajanjaksolla.";"-7,20"
"tiistai 22.2.2022 21:00";"1,68";"Ei kulutustietoja tällä ajanjaksolla.";"-8,00"
"tiistai 22.2.2022 22:00";"1,10";"Ei kulutustietoja tällä ajanjaksolla.";"-8,50"
"tiistai 22.2.2022 23:00";"4,05";"Ei kulutustietoja tällä ajanjaksolla.";"-9,40"
"keskiviikko 23.2.2022 00:00";"1,78";"Ei kulutustietoja tällä ajanjaksolla.";"-9,90"
"keskiviikko 23.2.2022 01:00";"1,29";"Ei kulutustietoja tällä ajanjaksolla.";"-8,60"
"keskiviikko 23.2.2022 02:00";"3,44";"Ei kulutustietoja tällä ajanjaksolla.";"-7,90"
"keskiviikko 23.2.2022 03:00";"2,65";"Ei kulutustietoja tällä ajanjaksolla.";"-8,20"
"keskiviikko 23.2.2022 04:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"-8,60"
"keskiviikko 23.2.2022 05:00";"5,33";"Ei kulutustietoja tällä ajanjaksolla.";"-9,40"
"keskiviikko 23.2.2022 06:00";"2,38";"Ei kulutustietoja tällä ajanjaksolla.";"-9,40"
"keskiviikko 23.2.2022 07:00";"4,82";"Ei kulutustietoja tällä ajanjaksolla.";"-9,50"
"keskiviikko 23.2.2022 08:00";"6,56";"Ei kulutustietoja tällä ajanjaksolla.";"-9,40"
"keskiviikko 23.2.2022 09:00";"3,10";"Ei kulutustietoja tällä ajanjaksolla.";"-8,30"
"keskiviikko 23.2.2022 10:00";"1,65";"Ei kulutustietoja tällä ajanjaksolla.";"-6,90"
"keskiviikko 23.2.2022 11:00";"4,69";"Ei kulutustietoja tällä ajanjaksolla.";"-5,50"
"keskiviikko 23.2.2022 12:00";"2,04";"Ei kulutustietoja tällä ajanjaksolla.";"-3,90"
"keskiviikko 23.2.2022 13:00";"1,68";"Ei kulutustietoja tällä ajanjaksolla.";"-2,80"
"keskiviikko 23.2.2022 14:00";"1,48";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"keskiviikko 23.2.2022 15:00";"1,57";"Ei kulutustietoja tällä ajanjaksolla.";"-2,20"
"keskiviikko 23.2.2022 16:00";"1,45";"Ei kulutustietoja tällä ajanjaksolla.";"-2,40"
"keskiviikko 23.2.2022 17:00";"1,92";"Ei kulutustietoja tällä ajanjaksolla.";"-3,00"
"keskiviikko 23.2.2022 18:00";"2,89";"Ei kulutustietoja tällä ajanjaksolla.";"-3,80"
"keskiviikko 23.2.2022 19:00";"2,29";"Ei kulutustietoja tällä ajanjaksolla.";"-3,70"
"keskiviikko 23.2.2022 20:00";"2,00";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"keskiviikko 23.2.2022 21:00";"1,20";"Ei kulutustietoja tällä ajanjaksolla.";"-2,20"
"keskiviikko 23.2.2022 22:00";"1,31";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"keskiviikko 23.2.2022 23:00";"1,29";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"torstai 24.2.2022 00:00";"1,34";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"torstai 24.2.2022 01:00";"1,57";"Ei kulutustietoja tällä ajanjaksolla.";"-0,10"
"torstai 24.2.2022 02:00";"1,77";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"torstai 24.2.2022 03:00";"1,66";"Ei kulutustietoja tällä ajanjaksolla.";"0,90"
"torstai 24.2.2022 04:00";"1,72";"Ei kulutustietoja tällä ajanjaksolla.";"1,20"
"torstai 24.2.2022 05:00";"1,22";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"torstai 24.2.2022 06:00";"1,23";"Ei kulutustietoja tällä ajanjaksolla.";"1,70"
"torstai 24.2.2022 07:00";"1,59";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"torstai 24.2.2022 08:00";"1,92";"Ei kulutustietoja tällä ajanjaksolla.";"2,10"
"torstai 24.2.2022 09:00";"0,72";"Ei kulutustietoja tällä ajanjaksolla.";"2,30"
"torstai 24.2.2022 10:00";"1,16";"Ei kulutustietoja tällä ajanjaksolla.";"2,80"
"torstai 24.2.2022 11:00";"1,25";"Ei kulutustietoja tällä ajanjaksolla.";"3,20"
"torstai 24.2.2022 12:00";"1,24";"Ei kulutustietoja tällä ajanjaksolla.";"3,10"
"torstai 24.2.2022 13:00";"1,67";"Ei kulutustietoja tällä ajanjaksolla.";"3,10"
"torstai 24.2.2022 14:00";"1,75";"Ei kulutustietoja tällä ajanjaksolla.";"3,10"
"torstai 24.2.2022 15:00";"1,34";"Ei kulutustietoja tällä ajanjaksolla.";"3,10"
"torstai 24.2.2022 16:00";"2,26";"Ei kulutustietoja tällä ajanjaksolla.";"2,90"
"torstai 24.2.2022 17:00";"1,62";"Ei kulutustietoja tällä ajanjaksolla.";"2,40"
"torstai 24.2.2022 18:00";"1,58";"Ei kulutustietoja tällä ajanjaksolla.";"2,40"
"torstai 24.2.2022 19:00";"1,55";"Ei kulutustietoja tällä ajanjaksolla.";"2,50"
"torstai 24.2.2022 20:00";"1,74";"Ei kulutustietoja tällä ajanjaksolla.";"2,10"
"torstai 24.2.2022 21:00";"1,05";"Ei kulutustietoja tällä ajanjaksolla.";"1,90"
"torstai 24.2.2022 22:00";"0,82";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"torstai 24.2.2022 23:00";"1,23";"Ei kulutustietoja tällä ajanjaksolla.";"1,90"
"perjantai 25.2.2022 00:00";"1,12";"Ei kulutustietoja tällä ajanjaksolla.";"1,90"
"perjantai 25.2.2022 01:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"2,00"
"perjantai 25.2.2022 02:00";"1,12";"Ei kulutustietoja tällä ajanjaksolla.";"2,00"
"perjantai 25.2.2022 03:00";"1,11";"Ei kulutustietoja tällä ajanjaksolla.";"1,90"
"perjantai 25.2.2022 04:00";"1,10";"Ei kulutustietoja tällä ajanjaksolla.";"1,70"
"perjantai 25.2.2022 05:00";"2,31";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"perjantai 25.2.2022 06:00";"1,07";"Ei kulutustietoja tällä ajanjaksolla.";"1,30"
"perjantai 25.2.2022 07:00";"1,38";"Ei kulutustietoja tällä ajanjaksolla.";"1,30"
"perjantai 25.2.2022 08:00";"2,55";"Ei kulutustietoja tällä ajanjaksolla.";"1,10"
"perjantai 25.2.2022 09:00";"2,04";"Ei kulutustietoja tällä ajanjaksolla.";"1,20"
"perjantai 25.2.2022 10:00";"1,21";"Ei kulutustietoja tällä ajanjaksolla.";"1,10"
"perjantai 25.2.2022 11:00";"2,24";"Ei kulutustietoja tällä ajanjaksolla.";"1,10"
"perjantai 25.2.2022 12:00";"1,41";"Ei kulutustietoja tällä ajanjaksolla.";"1,10"
"perjantai 25.2.2022 13:00";"1,64";"Ei kulutustietoja tällä ajanjaksolla.";"0,90"
"perjantai 25.2.2022 14:00";"2,11";"Ei kulutustietoja tällä ajanjaksolla.";"0,90"
"perjantai 25.2.2022 15:00";"1,73";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"perjantai 25.2.2022 16:00";"1,04";"Ei kulutustietoja tällä ajanjaksolla.";"1,10"
"perjantai 25.2.2022 17:00";"1,22";"Ei kulutustietoja tällä ajanjaksolla.";"0,90"
"perjantai 25.2.2022 18:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"perjantai 25.2.2022 19:00";"1,72";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"perjantai 25.2.2022 20:00";"4,88";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"perjantai 25.2.2022 21:00";"2,64";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"perjantai 25.2.2022 22:00";"1,53";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"perjantai 25.2.2022 23:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"lauantai 26.2.2022 00:00";"1,31";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"lauantai 26.2.2022 01:00";"1,72";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
"lauantai 26.2.2022 02:00";"1,97";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"lauantai 26.2.2022 03:00";"1,92";"Ei kulutustietoja tällä ajanjaksolla.";"-2,30"
"lauantai 26.2.2022 04:00";"1,82";"Ei kulutustietoja tällä ajanjaksolla.";"-2,40"
"lauantai 26.2.2022 05:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"-2,80"
"lauantai 26.2.2022 06:00";"1,26";"Ei kulutustietoja tällä ajanjaksolla.";"-2,70"
"lauantai 26.2.2022 07:00";"4,31";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"lauantai 26.2.2022 08:00";"1,71";"Ei kulutustietoja tällä ajanjaksolla.";"-2,80"
"lauantai 26.2.2022 09:00";"5,39";"Ei kulutustietoja tällä ajanjaksolla.";"-1,90"
"lauantai 26.2.2022 10:00";"2,12";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"lauantai 26.2.2022 11:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"lauantai 26.2.2022 12:00";"1,18";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"lauantai 26.2.2022 13:00";"1,16";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"lauantai 26.2.2022 14:00";"1,29";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"lauantai 26.2.2022 15:00";"1,50";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"lauantai 26.2.2022 16:00";"0,82";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"lauantai 26.2.2022 17:00";"1,53";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"lauantai 26.2.2022 18:00";"1,77";"Ei kulutustietoja tällä ajanjaksolla.";"-3,20"
"lauantai 26.2.2022 19:00";"3,00";"Ei kulutustietoja tällä ajanjaksolla.";"-4,20"
"lauantai 26.2.2022 20:00";"2,67";"Ei kulutustietoja tällä ajanjaksolla.";"-5,00"
"lauantai 26.2.2022 21:00";"1,55";"Ei kulutustietoja tällä ajanjaksolla.";"-5,70"
"lauantai 26.2.2022 22:00";"1,68";"Ei kulutustietoja tällä ajanjaksolla.";"-6,30"
"lauantai 26.2.2022 23:00";"4,88";"Ei kulutustietoja tällä ajanjaksolla.";"-6,70"
"sunnuntai 27.2.2022 00:00";"2,09";"Ei kulutustietoja tällä ajanjaksolla.";"-6,70"
"sunnuntai 27.2.2022 01:00";"1,59";"Ei kulutustietoja tällä ajanjaksolla.";"-6,70"
"sunnuntai 27.2.2022 02:00";"3,14";"Ei kulutustietoja tällä ajanjaksolla.";"-4,90"
"sunnuntai 27.2.2022 03:00";"2,75";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"sunnuntai 27.2.2022 04:00";"1,29";"Ei kulutustietoja tällä ajanjaksolla.";"-2,60"
"sunnuntai 27.2.2022 05:00";"1,95";"Ei kulutustietoja tällä ajanjaksolla.";"-2,10"
"sunnuntai 27.2.2022 06:00";"2,72";"Ei kulutustietoja tällä ajanjaksolla.";"-1,90"
"sunnuntai 27.2.2022 07:00";"1,16";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"sunnuntai 27.2.2022 08:00";"1,47";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"sunnuntai 27.2.2022 09:00";"3,63";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"sunnuntai 27.2.2022 10:00";"1,93";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"sunnuntai 27.2.2022 11:00";"2,23";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"sunnuntai 27.2.2022 12:00";"1,16";"Ei kulutustietoja tällä ajanjaksolla.";"2,80"
"sunnuntai 27.2.2022 13:00";"1,35";"Ei kulutustietoja tällä ajanjaksolla.";"3,20"
"sunnuntai 27.2.2022 14:00";"1,40";"Ei kulutustietoja tällä ajanjaksolla.";"3,10"
"sunnuntai 27.2.2022 15:00";"1,02";"Ei kulutustietoja tällä ajanjaksolla.";"2,50"
"sunnuntai 27.2.2022 16:00";"0,84";"Ei kulutustietoja tällä ajanjaksolla.";"2,00"
"sunnuntai 27.2.2022 17:00";"5,09";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"sunnuntai 27.2.2022 18:00";"7,76";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"sunnuntai 27.2.2022 19:00";"4,78";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"sunnuntai 27.2.2022 20:00";"1,47";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"sunnuntai 27.2.2022 21:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"sunnuntai 27.2.2022 22:00";"1,43";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"sunnuntai 27.2.2022 23:00";"1,45";"Ei kulutustietoja tällä ajanjaksolla.";"-1,00"
"maanantai 28.2.2022 00:00";"1,41";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
"maanantai 28.2.2022 01:00";"1,31";"Ei kulutustietoja tällä ajanjaksolla.";"-1,90"
"maanantai 28.2.2022 02:00";"2,06";"Ei kulutustietoja tällä ajanjaksolla.";"-2,30"
"maanantai 28.2.2022 03:00";"1,30";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"maanantai 28.2.2022 04:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"-3,00"
"maanantai 28.2.2022 05:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"-3,20"
"maanantai 28.2.2022 06:00";"1,46";"Ei kulutustietoja tällä ajanjaksolla.";"-3,80"
"maanantai 28.2.2022 07:00";"2,97";"Ei kulutustietoja tällä ajanjaksolla.";"-4,30"
"maanantai 28.2.2022 08:00";"4,33";"Ei kulutustietoja tällä ajanjaksolla.";"-3,10"
"maanantai 28.2.2022 09:00";"2,43";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
"maanantai 28.2.2022 10:00";"2,49";"Ei kulutustietoja tällä ajanjaksolla.";"-0,10"
"maanantai 28.2.2022 11:00";"1,18";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"maanantai 28.2.2022 12:00";"1,40";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"maanantai 28.2.2022 13:00";"1,78";"Ei kulutustietoja tällä ajanjaksolla.";"2,60"
"maanantai 28.2.2022 14:00";"0,78";"Ei kulutustietoja tällä ajanjaksolla.";"2,70"
"maanantai 28.2.2022 15:00";"0,84";"Ei kulutustietoja tällä ajanjaksolla.";"2,30"
"maanantai 28.2.2022 16:00";"2,36";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"maanantai 28.2.2022 17:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"maanantai 28.2.2022 18:00";"1,63";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"maanantai 28.2.2022 19:00";"1,23";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"maanantai 28.2.2022 20:00";"1,01";"Ei kulutustietoja tällä ajanjaksolla.";"-1,10"
"maanantai 28.2.2022 21:00";"1,21";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"maanantai 28.2.2022 22:00";"1,02";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"maanantai 28.2.2022 23:00";"1,04";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
