"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"keskiviikko 18.5.2022 06:00";"0,31";"0,00";"4,60"
"keskiviikko 18.5.2022 07:00";"0,00";"0,09";"6,30"
"keskiviikko 18.5.2022 08:00";"0,00";"0,38";"7,90"
"keskiviikko 18.5.2022 09:00";"0,00";"1,06";"10,00"
"keskiviikko 18.5.2022 10:00";"0,00";"1,72";"11,60"
"keskiviikko 18.5.2022 11:00";"0,00";"2,39";"13,00"
"keskiviikko 18.5.2022 12:00";"0,00";"2,43";"14,20"
"keskiviikko 18.5.2022 13:00";"0,00";"2,86";"15,30"
"keskiviikko 18.5.2022 14:00";"0,00";"2,37";"16,30"
"keskiviikko 18.5.2022 15:00";"0,00";"2,26";"17,20"
"keskiviikko 18.5.2022 16:00";"0,00";"0,73";"20,10"
"keskiviikko 18.5.2022 17:00";"0,00";"1,33";"24,60"
"keskiviikko 18.5.2022 18:00";"0,00";"0,36";"23,50"
"keskiviikko 18.5.2022 19:00";"0,32";"0,00";"18,00"
"keskiviikko 18.5.2022 20:00";"0,11";"0,00";"15,40"
"keskiviikko 18.5.2022 21:00";"0,36";"0,00";"13,40"
"keskiviikko 18.5.2022 22:00";"0,53";"0,00";"12,00"
"keskiviikko 18.5.2022 23:00";"0,45";"0,00";"10,90"
"torstai 19.5.2022 00:00";"0,24";"0,00";"10,00"
"torstai 19.5.2022 01:00";"0,21";"0,00";"9,50"
"torstai 19.5.2022 02:00";"0,25";"0,00";"9,00"
"torstai 19.5.2022 03:00";"0,24";"0,00";"8,80"
"torstai 19.5.2022 04:00";"0,22";"0,00";"8,80"
"torstai 19.5.2022 05:00";"0,20";"0,00";"9,10"
"torstai 19.5.2022 06:00";"0,11";"0,00";"9,70"
"torstai 19.5.2022 07:00";"0,85";"0,00";"10,30"
"torstai 19.5.2022 08:00";"0,00";"0,07";"12,20"
"torstai 19.5.2022 09:00";"0,00";"1,33";"13,50"
"torstai 19.5.2022 10:00";"0,00";"2,01";"14,50"
"torstai 19.5.2022 11:00";"0,00";"2,47";"16,00"
"torstai 19.5.2022 12:00";"0,00";"2,06";"17,60"
"torstai 19.5.2022 13:00";"0,00";"2,50";"18,60"
"torstai 19.5.2022 14:00";"0,00";"2,27";"19,50"
"torstai 19.5.2022 15:00";"0,00";"1,84";"20,30"
"torstai 19.5.2022 16:00";"0,00";"1,56";"24,00"
"torstai 19.5.2022 17:00";"0,00";"1,07";"26,80"
"torstai 19.5.2022 18:00";"0,00";"0,00";"22,50"
"torstai 19.5.2022 19:00";"0,13";"0,00";"22,60"
"torstai 19.5.2022 20:00";"0,29";"0,00";"18,10"
"torstai 19.5.2022 21:00";"0,33";"0,00";"15,70"
"torstai 19.5.2022 22:00";"0,34";"0,00";"13,50"
"torstai 19.5.2022 23:00";"0,53";"0,00";"12,80"
"perjantai 20.5.2022 00:00";"0,23";"0,00";"12,30"
"perjantai 20.5.2022 01:00";"0,23";"0,00";"11,70"
"perjantai 20.5.2022 02:00";"0,23";"0,00";"11,00"
"perjantai 20.5.2022 03:00";"0,24";"0,00";"10,60"
"perjantai 20.5.2022 04:00";"0,23";"0,00";"9,60"
"perjantai 20.5.2022 05:00";"0,18";"0,00";"10,00"
"perjantai 20.5.2022 06:00";"0,07";"0,00";"10,40"
"perjantai 20.5.2022 07:00";"0,76";"0,00";"10,80"
"perjantai 20.5.2022 08:00";"0,00";"0,18";"11,80"
"perjantai 20.5.2022 09:00";"0,00";"0,48";"12,90"
"perjantai 20.5.2022 10:00";"0,00";"0,31";"14,30"
"perjantai 20.5.2022 11:00";"0,00";"0,27";"13,90"
"perjantai 20.5.2022 12:00";"0,00";"0,30";"14,00"
"perjantai 20.5.2022 13:00";"0,00";"0,60";"14,60"
"perjantai 20.5.2022 14:00";"0,00";"1,32";"15,20"
"perjantai 20.5.2022 15:00";"0,00";"1,62";"16,10"
"perjantai 20.5.2022 16:00";"0,00";"1,02";"19,00"
"perjantai 20.5.2022 17:00";"0,00";"1,12";"19,40"
"perjantai 20.5.2022 18:00";"0,00";"0,11";"21,50"
"perjantai 20.5.2022 19:00";"0,08";"0,00";"22,70"
"perjantai 20.5.2022 20:00";"0,86";"0,00";"16,50"
"perjantai 20.5.2022 21:00";"0,58";"0,00";"13,30"
"perjantai 20.5.2022 22:00";"0,31";"0,00";"10,30"
"perjantai 20.5.2022 23:00";"0,24";"0,00";"8,40"
"lauantai 21.5.2022 00:00";"0,22";"0,00";"7,10"
"lauantai 21.5.2022 01:00";"0,40";"0,00";"6,30"
"lauantai 21.5.2022 02:00";"0,71";"0,00";"5,40"
"lauantai 21.5.2022 03:00";"0,74";"0,00";"4,90"
"lauantai 21.5.2022 04:00";"0,72";"0,00";"4,50"
"lauantai 21.5.2022 05:00";"0,66";"0,00";"5,40"
"lauantai 21.5.2022 06:00";"0,36";"0,00";"6,60"
"lauantai 21.5.2022 07:00";"0,11";"0,00";"8,00"
"lauantai 21.5.2022 08:00";"0,05";"0,00";"9,60"
"lauantai 21.5.2022 09:00";"0,00";"0,91";"10,90"
"lauantai 21.5.2022 10:00";"0,00";"1,58";"12,40"
"lauantai 21.5.2022 11:00";"0,00";"2,42";"13,70"
"lauantai 21.5.2022 12:00";"0,00";"2,28";"15,20"
"lauantai 21.5.2022 13:00";"0,00";"2,08";"16,40"
"lauantai 21.5.2022 14:00";"0,00";"1,76";"17,10"
"lauantai 21.5.2022 15:00";"0,00";"2,11";"18,10"
"lauantai 21.5.2022 16:00";"0,00";"1,41";"20,10"
"lauantai 21.5.2022 17:00";"0,00";"1,20";"21,80"
"lauantai 21.5.2022 18:00";"0,00";"0,26";"24,40"
"lauantai 21.5.2022 19:00";"0,00";"0,00";"22,80"
"lauantai 21.5.2022 20:00";"0,17";"0,00";"17,30"
"lauantai 21.5.2022 21:00";"0,41";"0,00";"14,90"
"lauantai 21.5.2022 22:00";"0,45";"0,00";"12,10"
"lauantai 21.5.2022 23:00";"0,25";"0,00";"9,70"
"sunnuntai 22.5.2022 00:00";"0,23";"0,00";"8,40"
"sunnuntai 22.5.2022 01:00";"0,23";"0,00";"7,40"
"sunnuntai 22.5.2022 02:00";"0,23";"0,00";"6,70"
"sunnuntai 22.5.2022 03:00";"0,26";"0,00";"6,10"
"sunnuntai 22.5.2022 04:00";"0,56";"0,00";"5,60"
"sunnuntai 22.5.2022 05:00";"0,68";"0,00";"5,50"
"sunnuntai 22.5.2022 06:00";"0,55";"0,00";"6,50"
"sunnuntai 22.5.2022 07:00";"0,33";"0,00";"8,30"
"sunnuntai 22.5.2022 08:00";"0,14";"0,00";"10,10"
"sunnuntai 22.5.2022 09:00";"0,00";"0,64";"11,60"
"sunnuntai 22.5.2022 10:00";"0,00";"1,21";"12,90"
"sunnuntai 22.5.2022 11:00";"0,00";"2,20";"14,10"
"sunnuntai 22.5.2022 12:00";"0,00";"1,25";"15,00"
"sunnuntai 22.5.2022 13:00";"0,00";"1,95";"16,30"
"sunnuntai 22.5.2022 14:00";"0,00";"2,16";"17,50"
"sunnuntai 22.5.2022 15:00";"0,00";"2,02";"18,20"
"sunnuntai 22.5.2022 16:00";"0,00";"1,04";"20,70"
"sunnuntai 22.5.2022 17:00";"0,00";"0,76";"23,70"
"sunnuntai 22.5.2022 18:00";"0,00";"0,08";"23,00"
"sunnuntai 22.5.2022 19:00";"0,59";"0,00";"20,50"
"sunnuntai 22.5.2022 20:00";"0,71";"0,00";"16,30"
"sunnuntai 22.5.2022 21:00";"0,93";"0,00";"13,50"
"sunnuntai 22.5.2022 22:00";"0,48";"0,00";"10,90"
"sunnuntai 22.5.2022 23:00";"0,24";"0,00";"9,50"
"maanantai 23.5.2022 00:00";"0,23";"0,00";"8,50"
"maanantai 23.5.2022 01:00";"0,25";"0,00";"7,50"
"maanantai 23.5.2022 02:00";"0,38";"0,00";"6,80"
"maanantai 23.5.2022 03:00";"0,66";"0,00";"6,20"
"maanantai 23.5.2022 04:00";"0,24";"0,00";"6,20"
"maanantai 23.5.2022 05:00";"0,17";"0,00";"6,40"
"maanantai 23.5.2022 06:00";"0,18";"0,00";"7,70"
"maanantai 23.5.2022 07:00";"0,21";"0,00";"9,00"
"maanantai 23.5.2022 08:00";"0,03";"0,00";"10,50"
"maanantai 23.5.2022 09:00";"0,00";"0,94";"12,50"
"maanantai 23.5.2022 10:00";"0,00";"1,13";"14,10"
"maanantai 23.5.2022 11:00";"0,00";"2,37";"15,50"
"maanantai 23.5.2022 12:00";"0,00";"1,53";"16,50"
"maanantai 23.5.2022 13:00";"0,00";"1,01";"17,70"
"maanantai 23.5.2022 14:00";"0,00";"2,26";"18,30"
"maanantai 23.5.2022 15:00";"0,00";"2,27";"19,10"
"maanantai 23.5.2022 16:00";"0,00";"1,97";"22,10"
"maanantai 23.5.2022 17:00";"0,00";"1,21";"29,20"
"maanantai 23.5.2022 18:00";"0,00";"0,35";"30,90"
"maanantai 23.5.2022 19:00";"0,63";"0,00";"29,50"
"maanantai 23.5.2022 20:00";"0,68";"0,00";"20,00"
"maanantai 23.5.2022 21:00";"0,42";"0,00";"14,80"
"maanantai 23.5.2022 22:00";"0,32";"0,00";"12,00"
"maanantai 23.5.2022 23:00";"0,23";"0,00";"10,30"
"tiistai 24.5.2022 00:00";"0,19";"0,00";"8,70"
"tiistai 24.5.2022 01:00";"0,22";"0,00";"7,50"
"tiistai 24.5.2022 02:00";"0,29";"0,00";"6,70"
"tiistai 24.5.2022 03:00";"0,85";"0,00";"5,90"
"tiistai 24.5.2022 04:00";"0,22";"0,00";"5,30"
"tiistai 24.5.2022 05:00";"0,17";"0,00";"5,90"
"tiistai 24.5.2022 06:00";"0,08";"0,00";"7,40"
"tiistai 24.5.2022 07:00";"0,31";"0,00";"10,30"
"tiistai 24.5.2022 08:00";"0,00";"0,18";"12,10"
"tiistai 24.5.2022 09:00";"0,00";"1,10";"13,80"
"tiistai 24.5.2022 10:00";"0,00";"0,67";"15,40"
"tiistai 24.5.2022 11:00";"0,00";"2,49";"16,50"
"tiistai 24.5.2022 12:00";"0,00";"2,25";"17,80"
"tiistai 24.5.2022 13:00";"0,00";"2,66";"18,90"
"tiistai 24.5.2022 14:00";"0,00";"2,72";"20,00"
"tiistai 24.5.2022 15:00";"0,00";"2,47";"21,30"
"tiistai 24.5.2022 16:00";"0,00";"1,59";"24,20"
"tiistai 24.5.2022 17:00";"0,00";"1,31";"31,10"
"tiistai 24.5.2022 18:00";"0,00";"0,49";"31,20"
"tiistai 24.5.2022 19:00";"0,22";"0,00";"29,50"
"tiistai 24.5.2022 20:00";"0,46";"0,00";"21,70"
"tiistai 24.5.2022 21:00";"0,28";"0,00";"18,20"
"tiistai 24.5.2022 22:00";"0,30";"0,00";"15,30"
"tiistai 24.5.2022 23:00";"0,23";"0,00";"13,20"
"keskiviikko 25.5.2022 00:00";"0,21";"0,00";"12,40"
"keskiviikko 25.5.2022 01:00";"0,21";"0,00";"11,60"
"keskiviikko 25.5.2022 02:00";"0,21";"0,00";"11,00"
"keskiviikko 25.5.2022 03:00";"0,26";"0,00";"10,70"
"keskiviikko 25.5.2022 04:00";"0,22";"0,00";"11,30"
"keskiviikko 25.5.2022 05:00";"0,33";"0,00";"11,70"
"keskiviikko 25.5.2022 06:00";"0,42";"0,00";"12,70"
"keskiviikko 25.5.2022 07:00";"0,00";"0,68";"14,20"
"keskiviikko 25.5.2022 08:00";"0,00";"0,29";"16,20"
"keskiviikko 25.5.2022 09:00";"0,00";"0,27";"18,00"
"keskiviikko 25.5.2022 10:00";"0,00";"1,08";"18,30"
"keskiviikko 25.5.2022 11:00";"0,00";"2,34";"18,90"
"keskiviikko 25.5.2022 12:00";"0,00";"0,02";"19,90"
"keskiviikko 25.5.2022 13:00";"0,00";"0,71";"20,40"
"keskiviikko 25.5.2022 14:00";"0,00";"0,08";"19,10"
"keskiviikko 25.5.2022 15:00";"0,38";"0,00";"17,80"
"keskiviikko 25.5.2022 16:00";"0,00";"0,15";"17,60"
"keskiviikko 25.5.2022 17:00";"0,00";"0,59";"18,30"
"keskiviikko 25.5.2022 18:00";"0,09";"0,00";"17,70"
"keskiviikko 25.5.2022 19:00";"0,57";"0,00";"16,10"
"keskiviikko 25.5.2022 20:00";"0,48";"0,00";"14,60"
"keskiviikko 25.5.2022 21:00";"0,41";"0,00";"13,80"
"keskiviikko 25.5.2022 22:00";"0,34";"0,00";"13,10"
"keskiviikko 25.5.2022 23:00";"0,29";"0,00";"12,80"
"torstai 26.5.2022 00:00";"0,24";"0,00";"12,80"
"torstai 26.5.2022 01:00";"0,22";"0,00";"12,50"
"torstai 26.5.2022 02:00";"0,22";"0,00";"12,00"
"torstai 26.5.2022 03:00";"0,22";"0,00";"11,70"
"torstai 26.5.2022 04:00";"0,20";"0,00";"11,50"
"torstai 26.5.2022 05:00";"0,22";"0,00";"11,30"
"torstai 26.5.2022 06:00";"0,22";"0,00";"11,70"
"torstai 26.5.2022 07:00";"0,64";"0,00";"12,20"
"torstai 26.5.2022 08:00";"0,05";"0,00";"12,70"
"torstai 26.5.2022 09:00";"0,69";"0,00";"13,20"
"torstai 26.5.2022 10:00";"0,00";"0,12";"14,90"
"torstai 26.5.2022 11:00";"0,00";"1,55";"14,70"
"torstai 26.5.2022 12:00";"0,00";"2,47";"16,80"
"torstai 26.5.2022 13:00";"0,00";"2,38";"18,60"
"torstai 26.5.2022 14:00";"0,00";"2,79";"18,70"
"torstai 26.5.2022 15:00";"0,00";"2,59";"18,80"
"torstai 26.5.2022 16:00";"0,00";"2,19";"20,80"
"torstai 26.5.2022 17:00";"0,00";"1,29";"27,20"
"torstai 26.5.2022 18:00";"0,00";"0,54";"22,70"
"torstai 26.5.2022 19:00";"0,21";"0,00";"17,90"
"torstai 26.5.2022 20:00";"0,82";"0,00";"18,30"
"torstai 26.5.2022 21:00";"0,79";"0,00";"15,00"
"torstai 26.5.2022 22:00";"0,31";"0,00";"13,60"
"torstai 26.5.2022 23:00";"0,23";"0,00";"11,90"
"perjantai 27.5.2022 00:00";"0,22";"0,00";"10,70"
"perjantai 27.5.2022 01:00";"0,21";"0,00";"10,30"
"perjantai 27.5.2022 02:00";"0,21";"0,00";"10,20"
"perjantai 27.5.2022 03:00";"0,20";"0,00";"9,50"
"perjantai 27.5.2022 04:00";"0,21";"0,00";"9,60"
"perjantai 27.5.2022 05:00";"0,72";"0,00";"10,10"
"perjantai 27.5.2022 06:00";"0,00";"0,02";"9,90"
"perjantai 27.5.2022 07:00";"0,08";"0,00";"10,50"
"perjantai 27.5.2022 08:00";"0,20";"0,00";"11,70"
"perjantai 27.5.2022 09:00";"0,00";"0,98";"13,00"
"perjantai 27.5.2022 10:00";"0,00";"1,60";"13,90"
"perjantai 27.5.2022 11:00";"0,00";"0,71";"15,00"
"perjantai 27.5.2022 12:00";"0,00";"1,57";"14,90"
"perjantai 27.5.2022 13:00";"0,00";"1,56";"14,80"
"perjantai 27.5.2022 14:00";"0,00";"0,43";"11,70"
"perjantai 27.5.2022 15:00";"0,00";"0,50";"11,70"
"perjantai 27.5.2022 16:00";"0,00";"1,14";"13,50"
"perjantai 27.5.2022 17:00";"0,00";"0,46";"13,70"
"perjantai 27.5.2022 18:00";"0,19";"0,00";"13,50"
"perjantai 27.5.2022 19:00";"0,16";"0,00";"12,90"
"perjantai 27.5.2022 20:00";"0,47";"0,00";"12,10"
"perjantai 27.5.2022 21:00";"0,47";"0,00";"11,60"
"perjantai 27.5.2022 22:00";"0,31";"0,00";"10,90"
"perjantai 27.5.2022 23:00";"0,23";"0,00";"10,70"
"lauantai 28.5.2022 00:00";"0,21";"0,00";"10,50"
"lauantai 28.5.2022 01:00";"0,21";"0,00";"10,20"
"lauantai 28.5.2022 02:00";"0,21";"0,00";"9,90"
"lauantai 28.5.2022 03:00";"0,21";"0,00";"9,60"
"lauantai 28.5.2022 04:00";"0,21";"0,00";"9,30"
"lauantai 28.5.2022 05:00";"0,43";"0,00";"9,10"
"lauantai 28.5.2022 06:00";"0,39";"0,00";"9,00"
"lauantai 28.5.2022 07:00";"0,27";"0,00";"9,30"
"lauantai 28.5.2022 08:00";"0,64";"0,00";"9,50"
"lauantai 28.5.2022 09:00";"0,00";"0,04";"10,00"
"lauantai 28.5.2022 10:00";"0,00";"0,35";"11,10"
"lauantai 28.5.2022 11:00";"0,00";"0,23";"13,00"
"lauantai 28.5.2022 12:00";"0,00";"0,15";"13,50"
"lauantai 28.5.2022 13:00";"0,00";"1,11";"14,60"
"lauantai 28.5.2022 14:00";"0,04";"0,00";"16,10"
"lauantai 28.5.2022 15:00";"0,00";"0,95";"15,10"
"lauantai 28.5.2022 16:00";"0,00";"1,73";"17,70"
"lauantai 28.5.2022 17:00";"0,00";"0,48";"21,10"
"lauantai 28.5.2022 18:00";"0,16";"0,00";"17,20"
"lauantai 28.5.2022 19:00";"0,43";"0,00";"14,20"
"lauantai 28.5.2022 20:00";"0,73";"0,00";"12,90"
"lauantai 28.5.2022 21:00";"0,27";"0,00";"12,50"
"lauantai 28.5.2022 22:00";"0,40";"0,00";"11,80"
"lauantai 28.5.2022 23:00";"0,50";"0,00";"11,10"
"sunnuntai 29.5.2022 00:00";"0,52";"0,00";"10,40"
"sunnuntai 29.5.2022 01:00";"0,21";"0,00";"9,90"
"sunnuntai 29.5.2022 02:00";"0,22";"0,00";"9,70"
"sunnuntai 29.5.2022 03:00";"0,21";"0,00";"9,00"
"sunnuntai 29.5.2022 04:00";"0,21";"0,00";"9,60"
"sunnuntai 29.5.2022 05:00";"0,21";"0,00";"10,00"
"sunnuntai 29.5.2022 06:00";"0,03";"0,00";"10,30"
"sunnuntai 29.5.2022 07:00";"0,04";"0,00";"11,40"
"sunnuntai 29.5.2022 08:00";"0,36";"0,00";"11,60"
"sunnuntai 29.5.2022 09:00";"0,29";"0,00";"12,00"
"sunnuntai 29.5.2022 10:00";"0,34";"0,00";"12,70"
"sunnuntai 29.5.2022 11:00";"0,00";"0,14";"14,30"
"sunnuntai 29.5.2022 12:00";"0,00";"0,11";"14,90"
"sunnuntai 29.5.2022 13:00";"0,00";"0,75";"14,90"
"sunnuntai 29.5.2022 14:00";"0,00";"1,50";"14,50"
"sunnuntai 29.5.2022 15:00";"0,00";"0,02";"15,40"
"sunnuntai 29.5.2022 16:00";"0,00";"1,35";"16,40"
"sunnuntai 29.5.2022 17:00";"3,80";"0,00";"25,50"
"sunnuntai 29.5.2022 18:00";"2,47";"0,00";"28,20"
"sunnuntai 29.5.2022 19:00";"1,86";"0,00";"26,30"
"sunnuntai 29.5.2022 20:00";"1,00";"0,00";"19,30"
"sunnuntai 29.5.2022 21:00";"0,33";"0,00";"14,10"
"sunnuntai 29.5.2022 22:00";"0,40";"0,00";"12,10"
"sunnuntai 29.5.2022 23:00";"0,28";"0,00";"10,70"
"maanantai 30.5.2022 00:00";"1,97";"0,00";"10,00"
"maanantai 30.5.2022 01:00";"0,49";"0,00";"8,70"
"maanantai 30.5.2022 02:00";"0,20";"0,00";"9,20"
"maanantai 30.5.2022 03:00";"0,21";"0,00";"9,50"
"maanantai 30.5.2022 04:00";"0,20";"0,00";"9,30"
"maanantai 30.5.2022 05:00";"0,23";"0,00";"9,40"
"maanantai 30.5.2022 06:00";"0,08";"0,00";"9,40"
"maanantai 30.5.2022 07:00";"0,41";"0,00";"9,60"
"maanantai 30.5.2022 08:00";"0,48";"0,00";"10,30"
"maanantai 30.5.2022 09:00";"0,01";"0,00";"11,40"
"maanantai 30.5.2022 10:00";"0,00";"1,59";"12,50"
"maanantai 30.5.2022 11:00";"0,00";"2,44";"13,90"
"maanantai 30.5.2022 12:00";"0,00";"2,77";"16,20"
"maanantai 30.5.2022 13:00";"0,00";"2,07";"17,60"
"maanantai 30.5.2022 14:00";"0,00";"1,51";"19,00"
"maanantai 30.5.2022 15:00";"0,00";"1,62";"19,70"
"maanantai 30.5.2022 16:00";"0,00";"0,28";"23,40"
"maanantai 30.5.2022 17:00";"0,00";"0,76";"23,30"
"maanantai 30.5.2022 18:00";"0,00";"0,24";"23,30"
"maanantai 30.5.2022 19:00";"0,81";"0,00";"28,60"
"maanantai 30.5.2022 20:00";"0,48";"0,00";"23,10"
"maanantai 30.5.2022 21:00";"0,33";"0,00";"17,20"
"maanantai 30.5.2022 22:00";"0,28";"0,00";"14,70"
"maanantai 30.5.2022 23:00";"0,52";"0,00";"13,10"
"tiistai 31.5.2022 00:00";"0,27";"0,00";"12,70"
"tiistai 31.5.2022 01:00";"0,21";"0,00";"13,00"
"tiistai 31.5.2022 02:00";"0,21";"0,00";"13,10"
"tiistai 31.5.2022 03:00";"0,22";"0,00";"12,70"
"tiistai 31.5.2022 04:00";"0,22";"0,00";"12,30"
"tiistai 31.5.2022 05:00";"0,21";"0,00";"12,10"
"tiistai 31.5.2022 06:00";"0,13";"0,00";"11,90"
"tiistai 31.5.2022 07:00";"0,28";"0,00";"11,70"
"tiistai 31.5.2022 08:00";"0,84";"0,00";"12,30"
"tiistai 31.5.2022 09:00";"0,79";"0,00";"12,20"
"tiistai 31.5.2022 10:00";"2,09";"0,00";"12,90"
"tiistai 31.5.2022 11:00";"0,61";"0,00";"14,10"
"tiistai 31.5.2022 12:00";"0,15";"0,00";"13,80"
"tiistai 31.5.2022 13:00";"0,00";"0,07";"13,80"
"tiistai 31.5.2022 14:00";"0,00";"0,15";"15,10"
"tiistai 31.5.2022 15:00";"0,00";"0,17";"14,10"
"tiistai 31.5.2022 16:00";"0,00";"0,03";"14,00"
"tiistai 31.5.2022 17:00";"0,09";"0,00";"13,60"
"tiistai 31.5.2022 18:00";"0,04";"0,00";"13,30"
"tiistai 31.5.2022 19:00";"0,72";"0,00";"12,50"
"tiistai 31.5.2022 20:00";"0,61";"0,00";"12,00"
"tiistai 31.5.2022 21:00";"0,74";"0,00";"11,60"
"tiistai 31.5.2022 22:00";"0,35";"0,00";"11,50"
"tiistai 31.5.2022 23:00";"0,37";"0,00";"11,00"
